title,body
"Adding adoptive grandfather's surname in Texas, USA?","<p>My husband's grandmother married a man who adopted her son, but he kept his original surname.  </p>

<p>Due to family issues, my husband was raised most of his life by his adoptive grandfather. </p>

<p>He is wanting to add his grandfather's surname to his name, as a way to honor him, just hyphenating it onto his given surname. </p>

<p>We are in Texas, how would we go about this? It would also be a change myself and our daughter would add. </p>

<p>We have a copy of the adoption paper, but it was performed in Mexico (grandma and dad were Mexican citizens, grandfather was US). This copy is very old and while notarized, has no actual date on it. </p>

<p>We also have certified death certificates for the grandparents that my husband signed, and he is designated as their grandson on these. </p>

<p>With this info, would we all still need to go through the Adult Name Change procedure with the court?</p>
"
"Records generated when transporting the deceased in the US?","<p>When someone dies in the United States away from where they are going to be buried, what records are generated for the transport of them?</p>

<p>I know there is a separate question for when someone is <a href=""https://genealogy.stackexchange.com/questions/5265/what-records-might-be-created-when-people-are-re-interred"">re-interred</a> (buried and then reburied), but his question is assuming they have not yet been buried yet or are going to be cremated nor have made it to a funeral home as of yet.</p>

<p>This is also assuming that distance travel is is possible (requiring refrigeration/ice) across distances, and that the death certificates I have seen reference funeral homes it is not clear how it all works and IF any publicly available information is generated. </p>

<p>I am also assuming long distance transportation of deceased individuals is relatively new for the general public and even the US military did local burials I believe (off the top of my head) until Korea or Vietnam. </p>

<p>I have read the following seeking clues, but not any clearer..</p>

<ul>
<li><a href=""http://www.us-funerals.com/funeral-articles/air-transport-for-funeral-homes.html"" rel=""nofollow noreferrer"">Transporting Human Remains</a> </li>
<li><a href=""http://www.swacargo.com/swacargo/documents/rates/NFG0091HRAdultUncremated.pdf"" rel=""nofollow noreferrer"">SW Airlines Transport Policy that
mentions regulations vary by state</a> </li>
<li><a href=""http://directives.chicagopolice.org/lt2014/data/a7a57be2-12ac3fa5-dfb12-ac51-291fa29b9502c532.html"" rel=""nofollow noreferrer"">Chicago Police Policy for
transport of deceased</a> </li>
<li><a href=""https://www.funeralwise.com/plan/how_to/transportation/"" rel=""nofollow noreferrer"">How to transport from a funeral home
site</a></li>
</ul>

<p>So the question being, are any records besides funeral home records generated for the transport of the deceased and if possible how was it different pre-WWII?</p>

<p><em>Note I have not personally had to do it, so am also not clear if it is a local funeral home (not the hospital / coroner) responsible for arranging transport and if it LAW or marketing that a funeral home to funeral home arrangement similar to the transport of firearms that is allowed.</em></p>
"
"Instructions for World War I Draft Cards (US)?","<p>I've been reviewing several US World War I Draft cards.  Who determined whether someone was ""tall"", ""medium"", or ""short""? Was there a standard range for ""tall""? ""medium""? ""short""?</p>

<p>Just thinking it might be helpful in ""picturing"" ancestors.</p>

<p>To view representative images of the three US WWI draft card forms, click below: </p>

<ul>
<li><a href=""http://www.rootsweb.ancestry.com/~miwatgs/blank_forms/DraftCardA.pdf"" rel=""noreferrer"">Draft Card A 1917-06-05 (June 5)</a></li>
<li><a href=""http://www.rootsweb.ancestry.com/~miwatgs/blank_forms/DraftCardB.pdf"" rel=""noreferrer"">Draft Card B 1918-07-05 (July 5)</a></li>
<li><a href=""http://www.rootsweb.ancestry.com/~miwatgs/blank_forms/DraftCardC.pdf"" rel=""noreferrer"">Draft Card C 1918-09-12 (September 12)</a></li>
</ul>
"
"Locating German or Polish Cavalry military record from late 19th century?","<p>My g-grandfather was supposed to have been in the Cavalry. He was born in 1860, where ?(Germany/Poland). I know at that time Poland was under German rule. Married in Gollub, Germany and my grandmother was born in 1890 Abbau, Gollub, Germany (now Poland).
I have his marriage, and my grandmother's birth record.  </p>

<p>How and where can I find his military record, if any? </p>
"
"How can I track down back issues of a family history newsletter from the 1980's?","<p>When I started asking my parents about family history in 2008, my mother gave me a copy of a ""Burbank Family News"" newsletter of the Burbank-Burbanck family edited by John R. Burbank in St. Albans, Vermont. I only have one issue, #21 from January 1986. It was a long shot, but I tried writing to the return address requesting back issues, with no response. How can I track down back issues of a family history newsletter possibly sent by an individual by mail during the 1980's? Is it likely that there are copies of this newsletter at a library or genealogical society? Where should I look next?</p>
"
"Ancestry of Christian Penn (d. 1684; m. Francis Eaton, then Francis Billington, both of Mayflower)?","<p>Does anyone know the ancestry of Christian (or Christina) Penn, who came to Plymouth colony on the Ann in 1623?  She married first Francis Eaton (Mayflower) then Francis Billington (another Mayflower passenger).  </p>

<p>Several family trees try to tie her to the Penn family through the Admiral Sir William's uncle George, but that seems unlikely, and many of those trees have that uncle George dying in Plymouth in 1632- which isn't likely to be true as the Admiral Sir William's will in 1670 refers to his uncle, ""George Penn late of the fforest of Brayden in the County of Wilts gent Deceased"".  Which makes sense, as George was the eldest son and named his grandfather's main heir and executor in the grandfathers 1590/1 will, making him the owner of Penn's Lodge in the vicinity of Minety, Wilts.  This points to the likelihood that George Penn also died there and did not go to Plymouth Colony.  </p>

<p>I haven't been able to find any sources of Christian Penn's ancestry other than the ones that tie her to Admiral Sir William's extended family.  </p>

<p>While family trees up to the point of the Mayflower are well-established, I'm having trouble going further back for Christian Penn.  Does anyone know whether she is a cousin of THE Penns?  Or who her people were?</p>
"
"Can I get an alternate (hopefully clearer) scan of a US Census page?","<p>Related to my question: <a href=""https://genealogy.stackexchange.com/questions/1808/how-can-i-find-out-the-name-of-this-street"">How can I find out the name of this street?</a></p>

<p>I have found a page in the 1940 US Census of which I would like a clearer image. Would it be easy or straightforward to obtain one from another source? (The source if my image is Ancestry.com.)</p>
"
"What does column 20 of the 1900 US census mean?","<p>I'm looking at a scan of the 1900 United States census right now. Column 19 says ""Occupation"". The particular individual I'm looking at has the word ""stonemason"" written in that box. The next column says ""Months not employed"". In the box of the individual of interest, there is the number ""4"". Does that mean he was unemployed four months every year, he has been unemployed the last four months, he is unemployed every April, or something else? </p>

<p><a href=""https://familysearch.org/pal:/MM9.3.1/TH-266-11831-119584-86?cc=1325221&amp;wc=MMPV-J44%3an50396712"" rel=""nofollow"">Here</a> is a link to the census so you can see it.</p>
"
"Identifying Lemuel K. Preston's 1830s-era birth place of ""Broome, L. C.""?","<p>In his 1852 Providence, Rhode Island, marriage record,<sup><a href=""http://en.wikipedia.org/wiki/Lower_Canada"" rel=""nofollow noreferrer"">1</a></sup> Lemuel Keyser ""L. K."" Preston (ca1828-ca1881) was reported born ""Broome, L.C.,"" the son of Michael and Mary Preston. </p>

<p>I interpret the reference, ""L. C."" to mean <a href=""http://en.wikipedia.org/wiki/Lower_Canada"" rel=""nofollow noreferrer"">Lower Canada</a>, but I want to better identify the place, ""Broome"" in both geographic and jurisdictional terms in order to locate related historical articles, archives/libraries, historical societies, and maps, etc. Such materials might confirm that Lemuel was born there, or at least that his family had lived there and for about how long. </p>

<ul>
<li><em>Wikipedia</em> contains an article, ""<a href=""http://en.wikipedia.org/wiki/Brome_County,_Quebec"" rel=""nofollow noreferrer""><strong>Brome County, Quebec</strong></a>,"" described as a ""historical county of Quebec ... <strong>formed in 1855</strong> from parts of Stanstead, Shefford and Missisquoi counties."" [Emphasis added.] </li>
<li>An Internet site, <em>geodata.us,</em> reports ""<a href=""http://www.geodata.us/canada_names_maps/maps.php?featureid=FDUFV&amp;f=185"" rel=""nofollow noreferrer""><strong>Broome, Ontario</strong></a>,"" is a ""geographic township"" in Ontario. From the map provided, this location appears not too far from Lake Superior.   </li>
</ul>

<p>The description in Wikipedia for ""Brome County,"" is interesting because </p>

<ul>
<li>IGI (submitted) records report baptisms at <em>Shefford</em> for two of Lemuel's older siblings, Caroline Preston (1819-1839) and Michael Merrill Preston (1821-after 1845). <sup><a href=""http://en.wikipedia.org/wiki/Brome_County,_Quebec"" rel=""nofollow noreferrer"">2</a></sup></li>
<li>A sketch about Lemuel's older brother Joseph William Preston (1826-1893) reports he (Joseph) was born at <em>Standstead.</em> <sup><a href=""http://www.geodata.us/canada_names_maps/maps.php?featureid=FDUFV&amp;f=185"" rel=""nofollow noreferrer"">3</a></sup> </li>
</ul>

<p>Help identifying ""Broome, L.C."" from both a geographic and jurisdictional perspective is much appreciated.</p>

<p><strong>Update 2012-10-29 (Oct 29)</strong>: Last night I located what is surely the entry for Michael and Mary (Merrill) Preston's family in the <strong>1825 census of Lower Canada</strong>. The entry was recorded at Richelieu County, ""Township of Broome.""<sup><a href=""https://familysearch.org/pal:/MM9.1.1/KHJ8-QCK"" rel=""nofollow noreferrer"">4</a></sup> The town name was had been otherwise reported in the <a href=""https://familysearch.org/pal:/MM9.1.1/KHJ8-QCK"" rel=""nofollow noreferrer"">FamilySearch index</a> as Shefford (that town census actually appears on the facing page). </p>

<p>I could browse to the record using these FamilySearch ""waypoints"":</p>

<ol>
<li><a href=""https://familysearch.org/"" rel=""nofollow noreferrer"">Location = Canada</a></li>
<li><a href=""https://familysearch.org/search/collection/list#page=1&amp;region=CANADA"" rel=""nofollow noreferrer"">Historical Collection = Canada, Lower Canada Census, 1825</a></li>
<li>Browse ... images > <a href=""https://familysearch.org/search/image/index#uri=https://familysearch.org/records/collection/1834346/waypoints"" rel=""nofollow noreferrer"">District = Richelieu</a> (Not Quebec)</li>
<li><a href=""https://familysearch.org/search/image/index#uri=https://familysearch.org/records/waypoint/MMYV-1Q3:1801281113?cc=1834346"" rel=""nofollow noreferrer"">Locality/Sub-district = Brome</a> (Not Broome or Shefford)</li>
</ol>

<p>Perhaps of note, the top of each page includes a reference to when a location was settled; these dates seem to refer to when the township (not country) was settled. The census reports Broome was settled in 1801. </p>

<p>I don't know yet whether Richelieu was part of Quebec in 1825 or not. Below is a partial clip of that census page (digital effects and emphasis added). The citation in the graphic below is mostly based on FamilySearch's recommendation, but I note that their citation refers to a mix of modern/ancient spellings, names and/or jurisdictions."" </p>

<p><img src=""https://i.stack.imgur.com/kPivw.png"" alt=""enter image description here""></p>

<hr>

<p>References: </p>

<ol>
<li>City of Providence (25 Dorrance Street, Providence, RI 02903) to GeneJ, information supplied telephonically by John Myers, Archivist, and Doyin Joseph, 21 November 2008; reports Preston-Easterbrook marriage 28 Aug 1852 by T. C. Cook, cites ""Marriages performed in Providence,"" vol. 6 (1851-1870), pg 80; among other details, Lemuel K. Preston resides Boston; he is ae 24, born Broome, L. C. Indexed record as ""Lemuel K. Preston""-""Josephine Easterbrook,"" in ""<a href=""https://familysearch.org/pal:/MM9.1.1/F8KJ-CCG"" rel=""nofollow noreferrer"">Rhode Island Marriages, 1724-1916</a>,"" database; <em>FamilySearch.org</em>.</li>
<li>The Church of Jesus Christ of Latter-Day Saints (LDS), ""International Genealogical Index,"" database, <em>FamilySearch.org</em> (<a href=""http://www.familysearch.org"" rel=""nofollow noreferrer"">http://www.familysearch.org</a> : accessed, 20 Oct 2008), North America Region; entries for (a) Caroline Preston, born 10 Feb 1819, location unknown, bap. 14 Feb 1823 at Shefford, Shefford Co., Quebec, s/o Michael Preston and Mary Merrill; (b) Michael Merrill Preston, born 05 April 1821, location unknown, bap. 14 Feb 1823 at Shefford, Shefford Co., Quebec, s/o Michael Preston and Mary Merrill; both records submitted by unidentified LDS church member, n.d., batch 8010021.</li>
<li>Ezra S. Stearns, <em><a href=""http://archive.org/stream/historyplymouth02commgoog#page/n568/mode/2up"" rel=""nofollow noreferrer"">The History of Plymouth, New Hampshire</a></em>, vol. 2 (1906), pgs 552-3; digital images; supplied by Lucy Cusson Lahey (New Hampshire), 13 January 2007, email to compiler; entry for Joseph William Preston. Among other details, reports his birth 14 Nov 1826 at Stanstead, P. Q., son of  Michael Preston and Mary Merrill Preston. </li>
<li>""Canada, Lower Canada Census, 1825""; index and images, <em>FamilySearch.org</em> (accessed 29 Oct 2012), Michael Preston, Broome Township, Richelieu County, Lower Canada [indexed as “Shefford, Richelieu, Quebec, Canada”]; sheet 736 [stamped], page 23.  (The town of Shefford appears on the facing page, 22.)</li>
</ol>
"
"Would there be 1830-1850 US naturalization records for children born Canada to parents born in US when relocating back to US?","<p><a href=""https://familysearch.org/pal:/MM9.1.1/FLPM-XP2"" rel=""nofollow"">Michael Preston (1792-1849) was born in New Hampshire</a>; his first wife, <a href=""https://familysearch.org/pal:/MM9.1.1/FLGP-93R"" rel=""nofollow"">Mary Merrill, was born there in 1795</a>. This couple removed to Canada not long after their marriage, ca18 June 1816. Most or all of their five known children were born at Canada:</p>

<ul>
<li>Caroline Preston (1819-1839)</li>
<li>Michael Merrill Preston (1821-sometime aft 1845)</li>
<li>Joseph William Preston (1826-1893) </li>
<li>Lemuel Keyser Preston (ca1828-ca1881)</li>
<li>Ellen (Preston) Crawford (ca1831-1852)</li>
</ul>

<p>Michael Preston returned to New Hampshire some time before 1840, but there are few traces of his children before 1850 and for some, still later. For the most part, the children are adults by the time I have located a record about them, and by then, they are residing in the US.  </p>

<p>In 1830-1850, would these children have needed to be naturalized after they immigrated to the United States? What if they immigrated after the age of 18? 21? Would it have mattered if one or both parents had been born in the United States?</p>

<p><strong>Update:</strong> At about age 22, Michael Merrill Preston (eldest son) married 1843 at Connecticut. He naturalized 16 May 1851 at Boston (""Index to New England Naturalization Petitions,"" Ancestry.com; card P623). </p>
"
"Organizing Research: Should I start a binder system?","<p>In today's day and age, are newbies still starting binder systems? I am reading <strong>Unpuzzling Your Past, 4th edition</strong> by Emily Anne Croom and it is very good. She advocates binders that organize by generation and location.</p>

<blockquote>
  <p>Probably three times as many genealogical organizing systems exist as there are genealogists, for many change their systems along the way. There is no right or wrong way to organize, but there are better and worse ways. The worse ways include spiral notebooks and storage space on the dining room table. The better ways are numerous, usually involving three-ring binders, file folders, or a combination of the two. ...Some genealogists prefer a binder or file folder for each person, or each ancestral couple, with all the notes and documents pertaining to them stored in their binder or folder. I personally prefer binders that contain all my notes on the generations that lived in the same county or same state. I don't want (1) the expense of making three copies of documents that contain information on three brothers or (2) to spend time filing the copies in three folders when I return from research. When I study my notes, I want to see the interaction of family members and generations without having to pull a number of folders and then sort and refile papers.</p>
</blockquote>

<p>As she mentions, many people change their systems along the way... I'd just like to start out right. I already have too much loose 'note' paper with scribbles on it; searches that have been completed (whether they found anything or not), hand drawn charts, etc. I know that I am re-doing searches that I have already done, because I seem to keep losing my place between research frenzies. And although I use the computer to input my 'proven' data... There are still lots of questionable details that I don't feel confident enough yet committing to the main tree. So even though I'm using genealogical software, inputting references, linking documents that I find... I still don't seem to be going without paper. Is it time to start a binder system? Or is that just old fashioned, repetitive and redundant?</p>

<p><strong>UPDATE:</strong>
I am not asking for a description of members' filing systems. I am asking a yes/no question whether people starting genealogy recording now (in the day of computers) still need to plan/anticipate having a hybrid system of computer+paper records? Or is that just duplication and redundancy?</p>

<p><strong>ANSWER SELECTED:</strong>
The answers provided are all excellent and seem in agreement that starting a strictly paper system in this day of computer software is redundant. I particularly like <a href=""https://genealogy.stackexchange.com/questions/1845/organizing-research-should-i-start-a-binder-system/1848#1848"">@Sue Adam</a>'s comment: ""I think that strict adherence to this kind of filing system is limiting, overly time consuming and repetitive.""</p>

<p><a href=""https://genealogy.stackexchange.com/questions/1845/organizing-research-should-i-start-a-binder-system/1853#1853"">@Fortier</a> pointed out that our ""use"" of a documentary source (possibly with computer software) can be separate from how we ""preserve"" or store said source.</p>

<p>I now feel more confident in starting a binder (or two) to collect and organize some of my research and original documents, without feeling that I am somehow embarking upon a commitment to duplicate what is already in my computer. That being said, like <a href=""https://genealogy.stackexchange.com/questions/1845/organizing-research-should-i-start-a-binder-system/1859#1859"">@lkessler</a>, I am a visual person and will likely print out paper copies from time to time. He says, “Having them sitting in hardcopy in front of you makes them much easier to visualize when you're trying to solve a puzzle, or see what you have and what you're missing.”</p>
"
"Understanding marriage certificate (transfer?) in Nordrhein-Westfalen Archive?","<p>This record is in the Nordrhein-Westfalen Archive (www.archive.nrw.de). </p>

<p><strong>The players:</strong>
My GG Grandfather was Karl Theodor Brenner (CT Brenner), born near or in Overath on November 27th, 1811 . His father was Friedrich Wilhelm Brenner (FW Brenner), of whom I know nothing about.  CT Brenners mother was Johanna Christina Carolina Paulus, born in Rösrath, Prussia on September 8th, 1792. And lastly: Johann Wilhelm Forsbach (b. 1786 in Rösrath-Unterlüghause).  </p>

<p>The reason the above dates are important for this mystery is the fact that Carolina Paulus was pregnant with CT Brenner while this marriage license was being transferred to Johann Wilhelm Forsbach. </p>

<p><strong>The story:</strong>
Once upon a time, probably in the middle of the night, I did a random Google search for the birthdate and birth place for CT Brenner. Low and behold I discovered a record in a database (<a href=""http://gedbas.genealogy.net/person/show/1110733173"" rel=""nofollow"" title=""Gedbas record for Johann Wilhelm Forsbach"">view here</a>!) that had all the correct information, except the last name was Paulus; his mothers maiden.  I contacted the database creator, Bernd Schumalski of Germany, who thankfully understands English fairly well.  </p>

<p>Not only did he confirm that CT Brenner was born as a illegitimate child of Friedrich Wilhelm Brenner, he is also a relative through the Paulus line.  Very cool!  My living family tree just exponentiated. Bernd was also the one who pointed me toward the NRW archive.  </p>

<p><strong>The mystery:</strong>
This document is not digitized so I'm only working off the descriptive title: ""Heiratsurkunde des Friedrich Wilhelm Brenner aus Schlüchtern (Grafschaft Hanau) zwecks Heirat mit Carol. Christ. Paulus zu Forsbach 1810-1811.""</p>

<p>Translated by Google, it says ""Marriage certificate of Frederick William Brenner from Schluechtern (county of Hanau) for the purpose of marriage to Carol. Christ. Paulus to Forsbach.""</p>

<p>*****The NRW Archive search results display in a heirarchical category view. This record is categorized in: Landesarchiv NRW Abteilung Rheinland > Großherzogtum Berg > Präfektur des Rheindepartements und Unterpräfekturen > Personenstandswesen > (record here). </p>

<ol>
<li>Am I interpreting this correctly... as a transfer of marriage
license? </li>
<li>If so, and assuming they weren't common with a pregnant mother, can
you think of any circumstances or events that might have created this
scenario?  Perhaps the death of FW Brenner, prison, military duty,
political duty?</li>
<li>In regards to the mention of Schleuchtern, Hanau as being ""From"",
would a document like this list that in reference to his birthplace,
or just where he happened to be living in 1811?</li>
</ol>

<p><strong>More information just in case it helps:</strong> </p>

<p>CT Brenner went all the way to Chur, Switzerland to marry his first wife, Dorathea Fischer. They moved back somewhere near Cologne and had two boys; Frederick William Brenner (b. 1834) and Charles Eduard Brenner (b. 1838). Dorathea died in 1841. CT Brenner and his two sons emigrated to America in 1850, eventually settling in Saginaw, Michigan after brief stays in New York and Ohio. Sometime around 1854 he married Anna Maria Fischer, (b. 1824, in Switzerland) The historical accounts of early Saginaw describe CT Brenner as having very useful political, industrial, and business experience (as well as a fair amount of cash it seems).  Within a short time he built, owned and operated a hotel, a lumber mill, a salt mine, and numerous real estate ventures including the Grand Rapids City Hall.  He was also reluctantly voted into city politics as an Alderman.  </p>

<p>He had a deep interest in the affairs of Europe, and in his later days he declared himself to be in competition to outlive both Queen Victoria and Pope Leo. His greatest enjoyment toward the end was reading the daily papers for news of the death of his two competitors.</p>

<p>CT Brenners death certificate names Theodor and Margarethe Brenner as his parents, and I don't know where to go with that one.  Birth records for Friedrich Willhelm Brenner or Theodor Brenner could not be located (in person) in the Wahlscheid registers.</p>

<p><strong>Sidenotes to the endnotes:</strong></p>

<p>Family lore has it that we are originally Swiss, but the only evidence so far is the birthplace of CT Brenner's wives. 
An article appeared in the New York Tribune (Feb 14, 1908) stating that CT Brenner was the brother of the newly elected President of Switzerland, Dr. Ernst Brenner.  taken literally this is impossible because Swiss records show Ernst Brenner's dad to be younger than CT Brenner.  Maybe a weird uncle.</p>
"
"Is this Match a Half Niece or a Second Cousin?","<p>A DNA match for a woman has shown up on my Ancestry DNA as a second cousin with 490 cM. I recently discovered that I am thought to be the half sister of this woman's mother. My full sister shares 446 cM with the woman and my full brother shares 363 cM with her. </p>

<p>Could this girl be the daughter of a half sister? </p>

<p>Using  <a href=""https://dnapainter.com/tools/sharedcmv4/490"" rel=""nofollow noreferrer"">https://dnapainter.com/tools/sharedcmv4/490</a> calculator I entered each of our cM values that my full siblings and I have in common with the woman. </p>

<p>The generated chart showed a 4.47% chance that I could be the woman's ""half"" aunt. I understand it to show a better chance of me being a second cousin. I also checked my sister's at 446 cM and it only showed a 1.5% chance. My brother's at 363 cM didn't show at all as a ""half"" uncle. </p>

<p>I'm really confused by all this. From what I have read, these numbers fall below the minimum of the range. My father also has 4 brothers. My father and his siblings are all deceased. My sister and I have uploaded our DNA to GEDmatch. We are hoping the woman will do the same. </p>

<p>Should we be able to determine the relationship through GEDmatch? </p>

<p>So far, Ancestry has been very accurate in predicting relationships.</p>
"
"Working with DNA results for multiple profiles across multiple sites","<p>I manage a number of DNA profiles (for related individuals) across a number of sites:</p>

<ul>
<li>FamilyTreeDNA (5 profiles)</li>
<li>MyHeritage (5 profiles)</li>
<li>LivingDNA (2 profiles which will increase to 5 in the near future)</li>
<li>Ancestry (1 profile)</li>
<li>23andMe (1 profile)</li>
<li>Gedmatch (5 profiles)</li>
</ul>

<p>Each profile has a plethora of matches at each site; some of these overlap because the match also has their profile at multiple sites. Some of the matches have been correlated with an MRCA; some have not (yet).  (There are also sets of significant 'negative' results -- profiles that could be expected to match under some scenarios and don't).</p>

<p>And I also have a couple of totally unrelated profiles that I manage as a favour to people who tested at my behest but turned out not to be related.</p>

<p>I want to establish a method of working (including record keeping) that allows me to work across the multiple sites to assess likely connections -- if Profile A on site X matches profile B, and B also tested at site Y and matches profile C who hasn't tested at X but did test at Z and matches profile D there... and the matching chromosome segments all overlap...</p>

<p>I'm aware of the product <a href=""https://www.getgmp.com/"" rel=""noreferrer"">Genome Mate Pro</a> but I want to understand the possible (and best?) ways of working before grabbing a tool which may or may not be the right solution. (Although I don't discount using a tool that's ""good enough"" and adjusting my method of working to match the tool, you first have to be able to assess whether something is ""good enough"").</p>

<p>So: What are the <strong>key requirements and considerations</strong> for a process or tool(set) to support working with multiple profiles, multiple matches, multiple sites? (I am not looking for a software recommendation, but for guidance on requirements and process that may lead to a software selection or to something else).</p>
"
"Was Daniel Rich (Jr.?) the grandson of Jacob Rich? Or, the confusing case of Daniel Rich (Sr.?) and Nancy Marshall","<p>I apologize up front, because this is going to be a long, rambling and confusing question, but here goes:</p>

<p>With a high degree of certainty, I can trace one branch of my family tree back to one Daniel Rich (1816 - 1890). For clarity, I will call him Daniel Jr., even though I don't know if that is accurate. The issue arises with his parents and his potential connection to one John Rich/Johannes Reich, which I will get to. </p>

<p>First, a brief map showing the geography of the area in question, the northern Vermont/New Hampshire Border region:</p>

<p><a href=""https://i.stack.imgur.com/bSG7u.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/bSG7u.png"" alt=""enter image description here""></a></p>

<hr>

<p><strong>Now, the first half of the story, working backwards from present</strong>:</p>

<p>According to his death certificate, Daniel Rich Jr. was 74 years, 2 months and 28 days old when he died on June 30, 1890, which would make his date of birth April 2, 1816, in Lyme, NH (which is south of the area shown in the map above). [As an aside, note the cause of death - anthrax. I assume he farmed sheep]</p>

<p><a href=""https://i.stack.imgur.com/ATbSp.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ATbSp.jpg"" alt=""enter image description here""></a></p>

<p>Now, you will see that his father is listed as Daniel Rich as well, I'll call him Daniel Sr., born in Northumberland, NH, and his mother is listed as Nancy Marshall, born in Stark, NH. So far, so good.</p>

<p>Now, things start to get a bit difficult. I can't find a birth certificate for Daniel Jr. This area was still basically the frontier in 1816, so I'm not shocked by this. However, I also can't find any marriage license or birth records for Daniel Rich Sr. and Nancy Marshall. And they don't show up in the Census together either. However, there is a great deal of paperwork (marriage licenses of children, death certificates, Census, etc.) for one Daniel Rich and Sophia P. Chase. And, if you look on Find-A-Grave, you will find a Daniel Rich (1790 - 1868) who it was claimed was married to Sophia Prescott Chase around 1817 and who died in Northumberland, NH. But the list of children does not include anyone named Daniel. </p>

<p>So, what to do? Well, it turns out I may be able to approach it from the other direction. And so begins Part 2.....</p>

<hr>

<p><strong>The second half of the story, working forwards from the past.</strong></p>

<p>Now, before anyone says it, yes, I know that one of the cardinal rules of genealogical research is that you don't start from some person you want to be related to and work your way forward trying to prove yourself right. However, family story has it that this part of the family is descended from John Rich (1729 - 1813) of Maidstone, Vt., who was a German immigrant born Johannes Reich. And, there is a great deal of information on him and his children thanks to this book: <a href=""http://www.maidstone-vt.org/history"" rel=""nofollow noreferrer"">http://www.maidstone-vt.org/history</a>. So, I figured I didn't have much to lose.</p>

<p>Anyway, John Rich had 9 children - 3 girls and 6 boys. Of the boys, one died as a toddler and one, named Daniel (of course!), died at age 20 with no kids. Of the 4 remaining boys, only 1, Jacob Rich (1770 - 1827), had a son named Daniel. So he is the only possible direct connection between John Rich and Daniel Rich Jr. from above. But, once again, I can't find birth, marriage, or death records for him.</p>

<p>But wait, there's more! In an effort to fill in the gaps, I read the article on Maidstone, Vt. in the Vermont Historical Gazetteer, Volume 1 (<a href=""https://archive.org/details/vermonthistorica01heme/page/n1061"" rel=""nofollow noreferrer"">https://archive.org/details/vermonthistorica01heme/page/n1061</a>). You will note that this article is written by Moody Rich (1780 - 1873), who was Jacob Rich's brother and Daniel Rich's uncle. However, he only would have been about 10 years older than Daniel. Why is this age gap important? Because on page 1028, Moody recounts a tale of how the wife and daughter of Caleb Marshall escaped the Indians. And then he mentions that he later married that daughter, who I know from other sources to be Sally Marshall. And it turns out that Sally had a younger sister named Nancy Marshall (born 1792)! Now the book also mentions that that Nancy Marshall married George Washington Byron sometime after 1824, but it does not mention any relationship between Nancy and Daniel Sr.</p>

<hr>

<p><strong>Finally, the summary!</strong></p>

<p>First, if you actually made it this far into the question, kudos, you are more patient than I am. Anyway, what do we have?</p>

<p>Known Ancestor - Daniel Rich Jr., son of Daniel Rich Sr. and Nancy Marshall</p>

<p>Suspected Ancestor - Daniel Rich, son of Jacob Rich, but married to Sophia Chase.</p>

<p>Connection - Moody Rich, younger brother of Daniel Rich, married to Sally Marshall, who had a younger sister named Nancy Marshall.</p>

<p>Which leads to several questions:</p>

<p><strong>1. Is Nancy Marshall, the mother of Daniel Rich Jr., the same person as Nancy Marshall, sister of Sally Marshall?</strong></p>

<p><strong>2. Is Daniel Rich Sr. the same person as Daniel Rich, son of Jacob Rich?</strong></p>

<p><strong>3. If the answer to both of the above is ""yes,"" what was the nature of the relationship between Daniel Rich Sr. and Nancy Marshall? There is no evidence that they were married, and both were married to other people shortly after Daniel Rich Jr. was born. A quick marriage followed by a divorce or annulment seems incredibly unlikely in 1816. An out of wedlock birth is certainly the most obvious possibility, but if that is the case, how likely is it that the resulting child would know not only his mother's real name, but also her place of birth (for the death certificate)? How common and accepted were out of wedlock children in early 19th century frontier New England?</strong></p>

<p>I don't expect anyone to actually know the answers to these questions of course, but I was hoping I might get some good suggestions on how I might approach finding the answers to these questions.</p>
"
"Are there general notions of distance between individuals in a genealogy?","<p>The terminology Nth cousin Mth removed is common, but I was wondering if there are other notions of ""distance"" on genealogies? For example looking at the <a href=""https://isogg.org/wiki/File:Cousin_tree_(with_genetic_kinship).png"" rel=""nofollow noreferrer"">Cousin tree (with genetic kinship)</a> chart at the ISOGG Wiki, we see that both first cousin and grand-aunt share ~12.5% of the genome IBD with the individual labeled ""self"". They both are also 4 links away through their MRCAs. Is there a common notion of genealogical distance that captures this?</p>
"
"23rd Light Dragoons","<p>Any one have knowledge of the 23rd Light Dragoons who fought at the Battles of Talavera &amp; Waterloo? </p>

<p>My G/G/G/G/Dad William King was the trumpet Major to the regiment</p>

<p>His Son fought alongside his father at Waterloo also named William a Trumpeter</p>

<p>Would that be unique or were there other Father &amp; Sons at Waterloo?</p>

<p>There appears to be very little archives or this Regiment. I do believe they were disbanded 1817 at Weymouth Radipole Barracks. </p>
"
