title,body
"What's the difference between 2-row and 6 row base malt?","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://homebrew.stackexchange.com/questions/367/whats-the-difference-between-2-row-and-6-row-malt"">What&#39;s the difference between 2-row and 6-row malt?</a>  </p>
</blockquote>



<p>I've been brewing all-grain for several years, but have been using recipes and kits. I'm starting to develop my own recipes, using the process outlined in ""Designing Great Beers"" by Ray Daniels, but it's not clear to me what the difference is between 2-row and 6-row base malt.  When should I use one vs. the other?  What are the advantages or disadvantages of each?</p>
"
"will i end up with flat beer?","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://homebrew.stackexchange.com/questions/3797/recapping-my-bottles-will-it-ruin-the-outcome-of-my-beer"">recapping my bottles? Will it ruin the outcome of my beer?</a>  </p>
</blockquote>



<p>I was wondering if my beer will end up flat no carbonation because i ended up recapping the whole batch. I recapped the batch after i didnt have enough in the bottles. So i poured more in two days after bottling to top them off so i wouldnt have any explode on me.. The main thing that im worried about is that they will not carbonate now? </p>
"
"Sweet sparkling cider without pasteurizing, sulphites or lactose","<p>We've got an apple tree that produces more fruit than we know what to do with, so being cider lovers, we decided to get into brewing.  Our first batch of cider was very dry so we've been adding sugar after opening which is a pain.  We want a slightly sweet cider that is still alcoholic and are looking for ways to either interrupt the ferment early without ruining the sparkle or sweeten the mix prior to bottling that won't cause an explosion.  </p>

<p>I'm alergic/paranoid about sulphites and my wife is lactose intolerant.  I've read pasteurizing negatively affects flavour.  Sulphites and pasturising may also prevent priming...</p>

<p>My cider book makes a vague reference to racking off twice as a way to eliminate yeast and interrupt/slow the fermentation process to produce a sweet cider.  Can anyone explain this?  Or can anyone offer a better suggestion?</p>

<p>TIA,
Luke</p>
"
"What happens when beer freezes?","<p>After a bit of trouble with a thermostat on a 2nd hand fridge, I discovered that my latest batch of bottled, ready-to-drink brew had frozen.</p>

<p>What happens to beer when it freezes?  Will the taste be affected?  Does the level of CO<sub>2</sub> change?</p>
"
"What's the flavor profile of Bravo hops?","<p>Have you used Bravo hops? What kind of bitterness/aroma do they confer?</p>
"
"How do you come up with a recipe to use for ""Second Runnings""?","<p>I recently brewed a Stone Russian Imperial Stout clone, per their official recipe in <a href=""http://www.stonebrew.com/news/081201/"" rel=""nofollow"">Brew Magazine</a>.  After collecting my wort, I was draining my mash tun and was saddened to see what appeared to be a perfectly drinkable stout in the making going down my alley.  </p>

<p>When you make a really high gravity beer, specifically by increasing your mash not just increasing your boil, and you choose to make a lower gravity beer from the same grain, how do you come up with a recipe?  Do you usually aim for a similar taste, with the same types of hops and yeast?  </p>
"
"Is leaving some cider in the primary bad?","<p>When bottling my cider (FG 1.000) I ran out of bottles and saw this as an opportunity to flavour the remaining third and try racking.</p>

<p>I added some boiled cinnamon and clove then left it for a day while I got around to purchasing a second carboy.  It occurred to me that this may have been bad when the cider turned brown and, I swear, developed a heavier mouth feel.  I suspect drawing in oxygen through my water lock as I bottled may have started it turning to vinegar.  Could this or anything else bad happen so quick?  (we used apples from our tree with no potassium metabisulphate)</p>

<p>To rescue the situation, I racked the 5 litres to a smaller carboy, begrudgingly adding half a tablet of potassium metabisulphate to kill off anything bad and added a small amount of brown sugar to initiate a small secondary ferment to push the O2 out of the head.  I used brown sugar because i figured the caramel would go well with the cinnamon.  I also decided to back-sweeten with a small about of splenda (to taste).   The contents of my glass carboy looks thick, cloudy and dark.  It concerns me.</p>

<p>Were these measures appropriate?  How long should I expect the secondary ferment and clearing to take?</p>

<p>TIA, 
Luke</p>
"
"Needs to be mashed","<p>I recently had a debate with a brewing buddy of mine about malts that ""need to be mashed"".
For instance victory malt is listed in Palmers ""How to Brew"" as being in the needs to be mashed column.  I can understand that there are unconverted starches in the malts and mashing them makes fermentable sugars, blah blah blah.</p>

<p>Base malt certainly needs to be mashed because it normally consists of 80-100% of the grist.  But if you were putting victory malt in at the rate of 5% or less.  What starch load would you really get?   If you made a base wort and steeped 5% of victory in a 6 gallon batch would a starch test even show positive?  What does it matter at such a low amount.</p>

<p>What makes victory different than say crystal or chocolate malt, that it needs to be mashed when we are using them for small flavor or color adjustments?  Victory can't self convert, but neither can Crystal 60.</p>

<p>So what does it really mean ""needs to be mashed""?</p>
"
"What does sour mash do for a sour beer?","<p>I've only recently been introduced to the glory of sour beers, and I love them.  As a club, we're going to be brewing a sour beer to be aged in oak for years to come, so I was curious to see some questions on here about sour mashes.</p>

<p>It sounds like the process is still similar, you're collecting bacteria and wild yeasts (we'll be using a commercially available combo pack), but is there an inherent value to doing this pre-boil?  Is this simply a way of getting the sour you want and then stopping the process?</p>
"
"Why did my Oktoberfest turn out so light?","<p>I recently did my first batch of beer: Oktoberfest (True Brew kit).  Brewed up the wort, fermented and bottled to a T.  When it came time to open I was immediately encouraged by great aroma, great color, carbonation and head retention.  I was certain I had done everything right according to the recipe and had achieved a great beer. </p>

<p>Upon tasting I was slightly disappointed by a less characteristic light flavor.  I'm wondering what I did in the process to cause this?  The beer is not bad, just not at all what I expected, very bland.  Perhaps it's the brew kit itself? I usually expect my Oktoberfest's to have a richer full bodied flavor while this Oktoberfest drank more like a very light bodied smooth Amber Ale.  </p>

<p>Some important notes: The gentleman at the home brew supply store switched out the initial Lagering yeast of the kit and replaced with an ale yeast so it could be fermented and bottled as an Ale would be versus as a Lager at cooler fermentation.  My wort was more concentrated, I believe 2 gallons in full, and then added to 3 gallons of water.  Fermented for 9 days, aged in bottle for another 10.  </p>

<p>Just want to know what I need to correct in my methods before moving forward with my next batch, I am expecting greatness here, but realize the time it takes to achieve it.  I appreciate any response in advance, thank you!</p>

<p>Ryan.</p>
"
"End of Fermentation?","<p>I emailed this to the Mr. Beer beermaster, but I figured I'd ask here as well.</p>

<p>For my Doppelbock 7.0, this Sunday will make it 3 weeks in the keg for fermentation. The previous beer I made was a pale ale, and I let that one ferment 3 weeks also, and waited to bottle until the surface cleared up. The doppelbock krausen cleared up after about a week, and at about the 1.5-week mark I noticed the surface was speckled with a lot of bright white spots. I assumed it to be yeast colonies, but unlike the yeast colonies for the pale ale, these spots haven't changed since I noticed them. They haven't grown or shrunk. Is this yeast? Is it bacteria? Should I wait to bottle it until it goes away? Is the beer infected? I tasted it, and it didn't have any horrible flavors, though I did notice a decent amount of hop particles in the glass. Is that something that will settle as I bottle condition it? I have been able to keep the temperature between 66 and 68 degrees throughout, except that the first 2 days it was at 56 degrees.</p>
"
"What causes cloudiness in beer?","<p>I've brewed up a few batches of extract beer so far &amp; all have come up crystal clear.  I've just sampled my first batch of beer (ginger ale) that's come up quite cloudy.</p>

<p>What causes cloudiness?  Is it intrinsic to certain styles or is it a byproduct of certain conditions?  Or both?</p>
"
"How full can I fill my bottles?","<p>My first few batches of beer have come out quite undercarbonated.  I believe because I've been quite cautious about how far I fill my bottles up.  <a href=""https://homebrew.stackexchange.com/questions/3942/no-carbonation-in-the-bottles/3959#3959"">This comment</a> backs up my theory.</p>

<p>How can I determine the maximum level to fill my bottles?  Is it related to desired CO2 volumes or should I leave CO2 decisions up to priming sugar?</p>
"
"How long do you boil liquid to be used in a beer?","<p>I believe this is perhaps only one question, but there are a few different situations, namely</p>

<ul>
<li>to make a water/DME mixture for a starter, how long?</li>
<li>to prime with a sugar water mixture, how long?</li>
<li>to prime with gyle (4-6 week old wort from the boil), how long?</li>
</ul>

<p>I ask because I had been boiling for only a short period, a couple of minutes. I came across an EPA recommendation for 1 minute, or 3 minutes for high altitude (I am at ~6500ft where water boils at 200F), but also found some brewing sites recommending between 15 and 30 minutes. What I haven't found is why the times are different. What I suspect is that common bacteria are killed at 1-2 minutes, and perhaps more of the bacteria brewers are concerned with might take more, but I haven't found anything to support this. A friend pointed out there are some <a href=""http://www.daviddarling.info/encyclopedia/B/bacspores.html"" rel=""nofollow"">spores that survive 5432F rocket exhaust</a>, so I understand you are never going to be completely sterile, but would like to understand why the guidelines cover a range and be able to make an informed decision about how long to boil. </p>
"
"Is there a Material Difference between Fermwraps and Non-Branded fermwraps?","<p><a href=""https://www.google.com/#q=fermwrap&amp;tbm=shop&amp;spd=17540634272955716106"" rel=""nofollow"">Here</a> is a ""Carboy Heater"" from Adventures in Homebrewing.</p>

<p><a href=""https://www.google.com/#q=fermwrap&amp;tbm=shop&amp;spd=4394287302096737472"" rel=""nofollow"">Here</a> is an ""Electric Fermentation Heater"" from Northern Brewer.</p>

<p>I just learned yesterday that ""Fermwrap"" is a product from MoreBeer. Looking at the pictures, the Fermwrap looks identical to the non branded products, but I've been able to find the non branded products cheaper than the Fermwrap.</p>

<p>I went ahead and bought more Fermwraps just to be consistent with my previous purchases.</p>

<p>However, are they perfect substitutes for each other, or is one superior? Has anyone tried both?</p>
"
"Two tens to One twenty","<p>I am thinking of brewing a 20 gallon batch in two parts on two different days back to back. Has anyone tried this before?
I am dealing with  a maximum volume of 15 gallons in my brew pot but, my fermenter will hold up to 24 gallons. I'm thinking if I treat each batch as it's own and add the second days batch to the first's I should be ok right? Should I use my normal yeast pitching rates for each batch or, adjust the yeast for the total volume and pitch on the first day?  </p>
"
"How to prepare Hop Tea?","<p>How does one make a ""Hop Tea"" for taste testing?</p>

<p>I am trying to get a better understanding of different hop flavor profiles. I have heard of making hop teas to do taste tests but I wonder if it's easy as it sounds (hot water+ hops-steep). Has anyone done this, and if there is more than one variety what can be done in between each variety to cleanse the palate?</p>
"
"Do I Always need to add Sugar when bottling?","<p>I'm doing my second brew after great success with the well documented <a href=""http://brooklynbrewshop.com/1-gallon-beer-mixes/everyday-ipa-mix"" rel=""nofollow"">Brooklyn Brewshop Everyday IPA</a>. </p>

<p>This time is the exact opposite, random recipe and random grains. I went to a brew shop and had the guy make me a 1 gallon Irish Stout kit for St. Paddy's day. I found a <a href=""http://homebrewexchange.net/homebrew_recipe/pico-espresso-stout"" rel=""nofollow"">recipe online for a coffee Stout</a> and made it a little less than 2 weeks ago. It's time to bottle but it doesn't say anything about adding priming sugars. Is it standard that these always need to be added? Or do the chocolate roasted malts have the sugars already. Also how will I know when it's ready after bottling?</p>
"
"Should I use lemonade or soda pop when making a summer shandy?","<p>So I am making a wheat beer and am adding lemons and oranges into the second stage of fermenting. I have heard through the beer vine that shandy's are lemonade and beer. Can I just add the lemonade or the soda pop before the bottling, and can it substitute the priming sugar? Also what would you recommend pop or lemonade? </p>
"
"Does oxygen introduced during bottling get consumed by the yeast during carbing / conditioning?","<p>I was just thinking about oxidization at bottling time...</p>

<p>If you (accidentally) introduced oxygen into your beer when bottling, wouldn't this be used by the yeast the same way it is when you oxygenate your wort before fermentation? </p>

<p>IE, wouldn't any oxygen in your beer merely be used by the suspended yeast to multiply before the yeast switches back over to anaerobic metabolic pathways and begin to consume the sugars?</p>
"
"What's the best technique to add chamomile?","<p>I've made a Witbier with tangerine peel and coriander. Though <a href=""http://rads.stackoverflow.com/amzn/click/0937381837"" rel=""nofollow"">Randy Mosher's Radical Brewing</a> suggests chamomile as a good ""secret ingredient"" for Witbiers, I didn't have any on hand when brewing, so i missed my chance to add it to the boil (and I've wondered how well the taste and aroma would persist anyway). </p>

<p>So now i have a few options:</p>

<ol>
<li>Add it directly to the secondary (akin to dry hopping), maybe after a little boiling to avoid introducing bacteria</li>
<li>Make some chamomile tea and add that at bottling</li>
<li>Make a spice potion with vodka or the like, and add that at bottling time</li>
</ol>

<p><strong>The question</strong>: which is most likely to impart the best taste and (secondarily) aroma? And how much would you suggest for a 5 gallon batch? </p>

<p>I want it to still taste like beer, not chamomile tea, but I'd like to impart a reasonable amount of flavor to the result.</p>

<p>Concerns I respectively have for the the above options are:</p>

<ol>
<li>I'm not sure the essence will get released without boiling. </li>
<li>I've seen other recommendations for this, with some complaining the result was too strong. </li>
<li>I've seen one opinion elsewhere that this spice potion approach doesn't wind up producing much flavor.</li>
</ol>
"
"Adding yeast to secondary","<p>Okay, I am making a strong (imperial-ish) red ale. My original gravity was 1.081. I intended to bring it to a final point at most of 1.020, or if I can even lower.</p>

<p>I was using 2 packs of WLP004 (Irish Ale Yeast). According to reviews it is possible to reach 8-8.5% of ABV with it. After 5 days fermenting process stopped and for last 5 days there was no activity. The gravity stopped at 1.030 and the ale a little bit too sweet. </p>

<p>The temperature of the carboy was within 64F-68F depending on time of the day. I am considering adding more yeast and keeping a temperature at 68F-69F (by using a heating belt at night).</p>

<p>Should I add WLP004 or can I use different one and combine them with WLP001 or WLP07? How much should I add? What are my other choices?</p>

<p>I'm kinda of trying to finish the bath in 2 weeks and condition in bottles for another 3 weeks and serve it by the first weekend in April... </p>

<p>Thank you for your help.</p>

<hr>

<p>Thank you, everybody. I found an answer. Apparently, the rest of the sugars in my beer are not fermentable. I tried to run the recipe through the recipe calculator, and it says that with WLP004 the final gravity would be 1.029. If I used WLP007 it would get to 1.026.</p>

<p>With IBU of 86 and 1 week of dry hopping with 1oz of Simcoe, it is not bad. Not quite what I was hopping to get, but still good (I'll just call it a know-how). </p>

<p>I will be more accurate next time.</p>

<p>PS. I don't have enough space for full grain, thus I'm doing extract beer. With less control over my wort, it is little bit tricky. </p>
"
"Questions regarding ingredients specified in recipe","<p>I was interested in brewing <a href=""https://byo.com/fruit-beer/item/1184-northern-india-pale-ale"" rel=""nofollow"">this</a> recipe but I have a couple of questions regarding the grain used.</p>

<pre><code>0.5 lb. crystal malt, 50° Lovibond
0.5 lb. toasted malt, 25° Lovibond
</code></pre>

<p>Does this refer to crushed grain because it's an extract brew?</p>

<p>For the toasted malt - would <a href=""https://www.thehomebrewcompany.ie/biscuit-whole-brewferm-ebc-50-1kg-p-2109.html"" rel=""nofollow"">this</a> be a good substitute?</p>

<blockquote>
  <p>Available at last: the real Belgian BISCUIT malt. This very
  light-roasted malt with only 50 EBC of colour, gives a biscuit/bread
  aroma to your beer. Use 5-15%.</p>
</blockquote>

<p>Also it says:</p>

<blockquote>
  <p>6 lbs. gold light malt extract</p>
</blockquote>

<p>Does this refer to plain old light malt extract? The <a href=""https://www.thehomebrewcompany.ie/ingredientsadditivessteriliser-liquid-malt-extract-c-3_38.html"" rel=""nofollow"">site</a> I order off doesn't seem to have specifically ""gold light"".</p>
"
"Conversion efficiency","<p>What is the typical <em>conversion efficiency</em> during a normal single-rest mash (152 F/67 C, 3 l/kg)? I usually get around 80 %, but <a href=""http://braukaiser.com/wiki/index.php?title=Understanding_Efficiency"" rel=""nofollow"">Braukaiser</a> claims that it should be close to 100 %. I mash for 60 minutes.</p>
"
"Is a yeast starter required for this recipe","<p>According to brewers-friend, I am short <a href=""http://www.brewersfriend.com/yeast-pitch-rate-and-starter-calculator/?og=1.068&amp;units=metric&amp;batchsize=20&amp;sugarscale=sg&amp;pitchrate=1.0&amp;yeasttype=dry"" rel=""nofollow"">139 billion yeast cells</a> for a recipe I was estimating. I was planning on trying something along the lines of <a href=""https://byo.com/fruit-beer/item/1184-northern-india-pale-ale"" rel=""nofollow"">this recipe</a>.</p>

<p>My original idea was to re-hydrate a packet of Safale S04 and chuck it in. Most of my brews had an F.G between 1.010 to 1.015 but I have not brewed a beer with this high of an O.G</p>

<p>Is brewers-friend being a bit conservative with their estimates or should I take some action to guarantee a good F.G?</p>

<p>Thanks!</p>
"
"Benefits of cold crashing vs risks of moving fermenter","<p>I have a <a href=""https://byo.com/stories/item/2349-gose"" rel=""nofollow"">gose</a> fermenting now that should be ready to bottle this weekend.  My homebrewing setup is very new (I've only been doing it for about 3 months), so I don't have temperature control during fermentation.  However, my basement is very cold this time of year (40-50°F).  I'm considering moving the fermenter (plastic bucket type) from my kitchen down to the basement for a few days in the hope that the lower temperature will improve the clarity of the beer.</p>

<p>How risky is it to move the fermenter near the end of fermentation?  I'm worried that moving it down the stairs will cause sloshing and aeration, or disturb the trub and nullify any clarifying effect from the chilling.  I added a Whirlfloc tablet near the end of the boil, does that reduce the benefit of cold crashing?</p>
"
"Sanitizing with bleach without rinsing","<p>What concentration of bleach (or Sodium hypochlorite) diluted in water is necessary to sanitize bottles?</p>

<p>How much time is necessary to keep the bottles immersed in the solution, or is sufficient to use a bottle washer that squirts the bleach inside of the bottles (commonly used with 'no-rinse' sanitizers like Star San, alcohol, etc)?</p>

<p>How much time is necessary to wait until the bottles can be used (filled) when not rinsed?</p>
"
"Does Dry Hopping create a white film with bubbles?","<p>Might be a weird question!</p>

<p>I have brewed, with a friend, 6 batches of beer so far. An IPA, then a Stout, a Saison, a Doppelbock, an Baltic Porter and finally, the same IPA. All grain, always.</p>

<p>Of all these, only twice we had that weird white film over the beer in the carboy, in the second fermentation. It comes with a few white bubbles. there are some lines of that white that are traced, a little bit like a spider web.</p>

<p>Either we got infections in both, or... the dry hopping creates that? Is that possible?</p>

<p>At least I know now that even if it's an infection, I just bottle the beer underneath the pellicle :)</p>

<p>EDIT: Here is the picture</p>

<p><img src=""https://dl.dropboxusercontent.com/u/24210872/20140309_134449.jpg"" /></p>
"
"Capping fermentor for carbonation","<p>I'm just doing some reading, and it mentioned capping the fermenter to carbonate the beer by trapping the remaining co2. Has anyone given it a go? What were the results?</p>
"
"Does skunking only occur after fermentation starts or finishes?","<p>I've had discussions with other home brewers who claim that a bi-product (which I've admittedly since forgotten what exactly it was) of fermentation conflicts with the hops to cause skunking of beer.  I've always thought that skunking happens immediately after the beer goes into the carboy, but then it occurred to me that so many brewers are doing their hop additions outside on a burner in broad daylight.  Where is the line drawn?  Does ultraviolet rays cause skunking from the minute they're added to the boil kettle?  Does the beer have to ferment (or begin fermenting) in order for the beer to become skunked?  What is the scientific reason behind beer getting skunked?</p>
"
"What can I learn from fruit beer gravity?","<p>I just bottled a batch of a <a href=""http://www.brewtoad.com/recipes/21st-amendment-hell-or-high-watermelon-clone"" rel=""nofollow"">watermelon beer</a> where the gravities going into and out of primary matched the predictions (OG 1.050, FG 1.012).</p>

<p>I added watermelon chunks in secondary and when it finished I had a gravity of 1.007.  Can I use this new number to get a new higher ABV (5.6% rather than 5.0%)?  Does this just mean that the water from the fruit diluted the beer that much?  What impact do the sugars from the fruit have?</p>
"
"IBU above 100... how bad is that?","<p>First of all, I didn't really plan to make a beer with IBU above 100... I popped the hops into the calculator and it came out about 85. So, after the brewing the beer I was going over the printed out recipe, and found that the hops schedule was not reflecting the reality... I recalculated the IBU according to my steps, and it came out as 120 (that is what happens when you put Magnum and Columbus at 60mins of boil). </p>

<p>Anyway, I'm not against hops, and I love hoppy IPAs and DIPAs with tons of hops (I'm a hophead and an addict, I know). However, I've read that a human won't be able to taste bitterness of IBU above 100... In other words IBU 100 and IBU 150 would taste the same... Is it the case? </p>

<p>Will it be bad? Can I neutralize the over-bitterness with any additional ingredients into secondary like oak cubes, maltodextrin, caramel or crystalized honey? Or I just should not worry about it and just enjoy it like an extra bitter IPA?</p>

<p>Thanks guys. </p>

<p>PS. I am documenting every single mistake I make, and so far in 7 batches I didn't repeat any of them twice. </p>

<p>PPS. It was supposed to be an DIAP/IPA with 7.5 ABV, 80 IBU, and 20 SRM. </p>
"
"Why does Irish moss go in at 15 minutes?","<p>I've always added the Irish moss at 15 minuted left in the boil like I was told when I started. But I'm wondering now why 15 mins? what happens if its in for a couple minutes longer or what happens if its in for a whole hour? or on the other side is it effective as a 10 or 5 min addition? </p>
"
"After the Ice Bath of the Wort, should I pour the sludge from the kettle into the carboy?","<p>I am just an extract brewer; I buy everything from NB. The instructions say:</p>

<p>""Fill primary fermenter with 2 gallons of cold water, then pour in the cooled wort. Leave any thick sludge in the bottom of the kettle.""</p>

<p>I typically follow this instruction, but it seems odd to me. I can see from the colorization that there are traces of hops in there.</p>

<p>1) What is the point of this?</p>

<p>2) Should I continue to do it?</p>
"
"Is there a need to stir the kettle at some regular interval while boiling the wort?","<p>I extract brew. After I boil the three gallons of water, I take the kettle off the stove and pour the sugars in, and stir under I'm convinced it has all been dissolved. Placing the kettle back on the stove, I wait until it boils again before I pour in the bittering hops. At this point I do stir a lot, perhaps 3-5 minutes, to make sure that no ""solid"" part of the hops (I get pellets) would get stuck to the bottom of the kettle. </p>

<p>I do not stir at any time from here to the next hop schedule, where I repeat the 3-5 minute stirring.</p>

<p>Should I be stirring every N minutes, or does it not matter?</p>

<p>Does it matter whether it is extract vs full grain?</p>
"
"Yeast ""cake"" after bottling","<p>I recently bottled <a href=""http://www.homebrewtalk.com/f65/under-my-kilt-irish-red-314075/"" rel=""nofollow"">this</a> recipe, last Sunday (2014-03-09). I popped one open today, and it is damn tasty, and even decently carbed after less than a week. However, all the bottles have about a half inch of yeast on the bottom!?</p>

<p>My last batch never carbed up enough, so with this one, I made sure to suck up some of the yeast cake (primary fermenter, no secondary). I don't think I sucked up enough yeast to cause this much in nearly 50 bottles.</p>

<p>Does the yeast continue to multiply while bottled? Is the major yeast in the bottles just a result of what I sucked up into the bottling bucket? I've had previous batches, both with and without secondaries, that carbed up just fine with nearly no settled yeast.</p>

<p>I'm just wondering where did this 'cake' in my bottles come from?</p>

<p>EDIT:
I used 4 oz table sugar in just under a 5 gallon batch at about 72F, if any of that makes a difference.</p>
"
"How do you open a Type-S (European) Sankey keg?","<p>I own a Type S Sankey keg.  How can we open it for cleaning, sanitization, and filling?  In particular, is there a tool we can purchase to make opening and re-closing safe and easy?</p>
"
"Homebrewing and Cats","<p>I am somewhat interested in obtaining 2 kittens.</p>

<p>My 1 bedroom apartment already isn't the cleanest. I spray 409 and Windex on all my surfaces before I brew or bottle and call it clean. I'm not going to spend any time picking up cat hair.</p>

<p>If I greatly prefer homebrewing to animals, should I abandon all hope for a pair of cats? What methods exist to minimize the damage from animals to homebrewing in a one bedroom apartment?</p>

<p>I extract brew now but intend on moving to full-grain in the next 3-6 months.</p>
"
"Rye and sulfur (burnt rubber / skunk), how to explain the connection?","<p>I've come to beleve that brewing with Rye often leads to undesired sulfur based 'burnt rubber' off-flavours. I'm pretty sure about it but I only have the following indirect evidence:</p>

<ul>
<li>have recently had two Rye IPAs with burnt rubber off-flavour</li>
<li>found no less than 10 beers using Rye with comments about rubber on beer advocate and ratebeer</li>
<li>found quite some forum discussions where Rye and rubber are mentioned together</li>
</ul>

<p>If I'm right I wonder why there isn't any information about this to be found anywhere in the net.</p>

<p>Have you seen this combination? Do you know why it happens? Does Rye somehow promote sulfur based off-flavours?</p>
"
"Will More grain in a partial mash give more body to my IPA","<p>I enjoy IPA's and I think I've made the best one to my taste so far.  The only thing that concerns me is the amount of grain that I used in this recipe, as it was only 1/2 lb of Belgian Aromatic Malt.  It has 6.6 lbs of light LME, half at the beginning of the boil and then the rest at 30 minutes, no DME and uses Warrior hops for bittering up front during the boil and then Cascade 45 minutes into the boil and then Citra with 5 mintues remaining. The body is just a bit light, would more grain help this a bit? This is so good for an easy recipe, just wondering if tinkering would help? Thanks.  Quentin</p>
"
"How does oil inhibit head formation? Do citrus oils inhibit head formation?","<p>Two part question:</p>

<p>(1) How does oil inhibit formation of head in beer? Homebrewers take as gospel that oil-containing ingredients such as nuts will negatively impact head. But I can't find any articles or other materials explaining how and why this is true. I am trying to understand the chemistry of how this works. </p>

<p>(2) Do citrus oils (from citrus zest or orange peel) inhibit head formation? Randy Mosher says that <a href=""http://allaboutbeer.com/article/is-that-an-orange-in-my-beer/"" rel=""nofollow"">in his experience citrus oils do not affect head</a>.</p>
"
"How much coffee (approx) would go into a 2 Gallon brew?","<p>Im new to homebrewing (this'll be my 3rd batch ever, but only my second with this kit) using a Mr Beer 2 gallon kit. Im making an American Porter (from extract) and want to impart some coffee flavors into my beer.
Ive read on here that the best method for adding coffee to beer is to cold brew the coffee, and add it at flameout or into my fermentation tank. Im currently only using a primary.</p>

<p>Most of the questions/answers Ive seen on here are in regards to 5 gallon batches...
About how much cold brewed coffee should be added to my primary fermentation?
Should I add cold brewed coffee, or just put the beans into the tank?</p>
"
"I am planning to brew a GRUIT","<p>In the life of each home-brewer there is a moment when he decides to do something crazy (like gruit). I understand, that chances of me making a drinkable gruit are pretty low... But.. you know.</p>

<p>I already got a nice selection of dried leafs and flowers that are used in cooking (like making disgusting and not so much teas). And I'm trying to experiment with just boiling it as a tea (just like my grand mother used to do).</p>

<p>My question is...  What should I use instead of bittering  hops? Did anybody actually tried to create an alpha-acid chard for herbs other then hops?</p>
"
"A recipe for a White IPA calls for dextrose and lactic acid. What are they used for?","<p>For my next brew, I'm brewing this <a href=""http://www.homebrewersassociation.org/recipe/deschutes-chainbreaker-white-ipa-clone/"" rel=""nofollow"">Deschutes Chainbreaker White IPA clone recipe</a> using LME as described at the bottom of the page. I'm unfamiliar with the use of lactic acid and dextrose in brewing and I'd like to understand what's going on a little more with these new ingredients.</p>

<blockquote>
  <p>For 5 gallons (18.93 L)</p>
  
  <ul>
  <li><p>5.25 lb (2.38 kg) | pale LME</p></li>
  <li><p>2.5 lb (1.13 kg) wheat LME</p></li>
  <li><p>5 ml | lactic acid</p></li>
  <li><p>0.75 oz (21 g) | Bravo pellets, 15% a.a. (60 min)</p></li>
  <li><p>5.0 oz (141 g) | dextrose (30 min)</p></li>
  <li><p>Kettle Finings (30 min)</p></li>
  <li><p>0.12 oz (3 g) | fresh ground coriander (5 min)</p></li>
  <li><p>0.34 oz (10 g) | fresh ground bitter orange peel (5 min)</p></li>
  <li><p>1.0 oz (28 g) | Citra pellets (knockout)</p></li>
  <li><p>1.0 oz (28 g) | Centennial pellets (knockout)</p></li>
  <li><p>0.5 oz (14 g) | Cascade pellets (knockout)</p></li>
  <li><p>Yeast nutrient (optional)</p></li>
  <li><p>Wyeast 3787 Trappist High Gravity ale yeast</p></li>
  </ul>
</blockquote>

<ol>
<li><p>Is the lactic acid an adjustment for the pH of the water of the brewery, or does it affect the beer in another way?</p></li>
<li><p>Why would I want to add extra sugar (dextrose) instead of more malt/extract sugars?</p></li>
<li><p>(Bonus question) The all grain recipe calls for white unmalted wheat flakes. Would steeping those grains before the boil add anything to the character of the beer?</p></li>
</ol>

<p>Thanks!</p>
"
