title,source,q1,q2,sep
Were Russians in the cold war era USA discriminated against for their ethnicity?,History_669,Were they discriminated against?,Is there any book/records on their lives?,0
Why would a 16th century Italian painter choose canvas over wood panel?,History_670,Is there a significant difference between 16th century Italian wood panel paintings and canvas paintings?,Did the medium affect the texture of the final product?,0
Why would a 16th century Italian painter choose canvas over wood panel?,History_670,Did the medium affect the texture of the final product?,"Why would an artist choose wood over canvas, or vice versa?",0
How many Western Roman rump states were there?,History_671,My questions are: 1) How many local rulers were there at the time of the Fall of the Roman Empire in the late 5th and early 6th century?,2) What was the last existing Roman  rump state to be conquered by one of the Germanic kingdoms?,0
Were the atomic bombings of Hiroshima and Nagasaki necessary?,History_673,"Which one is the ""correct"" explanation?",ie: were the atomic bombings of Hiroshima and Nagasaki necessary to end the war?,0
Why study our country's history?,History_674,What's the use of studying the country's history where we come from?,What's the use of making little children study historical events strictly the way their own country interprets them?,421
Why study our country's history?,History_674,What's the use of making little children study historical events strictly the way their own country interprets them?,"I find it kind of funny that we have to study the great poet of our country and memorize every event of his life, but if said poet had been born 20 km to the other side of the border, then he wouldn't even be included in the curriculum!?",126
Why study our country's history?,History_674,"I find it kind of funny that we have to study the great poet of our country and memorize every event of his life, but if said poet had been born 20 km to the other side of the border, then he wouldn't even be included in the curriculum!?","Anyway, so if the purpose of studying history is to learn from our own mistakes, then why doesn't everyone study world history solely?",0
Who was responsible for the partition of India?,History_675,Who was responsible for the partition of India?,Did it happen due to Mohammed Ali Jinnah or Mahatma Gandhi?,0
Who was responsible for the partition of India?,History_675,Did it happen due to Mohammed Ali Jinnah or Mahatma Gandhi?,Or were the British of the view that the country needed to be divided?,0
What was the median price for a slave child in the Augustan Rome?,History_676,"Also I'm interested, in comparison, using purchasing power parity - what could you buy for the same price as for child slave, how many (staple) food or property?",Median yearly income of that time for legionary?,48
What was the median price for a slave child in the Augustan Rome?,History_676,Median yearly income of that time for legionary?,Two-year median income?,0
What was the median price for a slave child in the Augustan Rome?,History_676,Two-year median income?,"More, less?",0
"During the Battle of Britain, how prepared was the East Front?",History_677,"During this time, how prepared was the German Eastern Front?","Specifically, how much of the German Army was on the West (either occupying France or waiting to invade Britain), versus how much guarding the East?",0
"During the Battle of Britain, how prepared was the East Front?",History_677,"Specifically, how much of the German Army was on the West (either occupying France or waiting to invade Britain), versus how much guarding the East?","How much of the Luftwaffe was busy with Britain, versus how much was guarding the East?",0
"During the Battle of Britain, how prepared was the East Front?",History_677,"How much of the Luftwaffe was busy with Britain, versus how much was guarding the East?",Was the East Front fortified at all with trenches?,0
"During the Battle of Britain, how prepared was the East Front?",History_677,Was the East Front fortified at all with trenches?,"Or perhaps, was the east guard given mostly to the Italians?",0
"During the Battle of Britain, how prepared was the East Front?",History_677,"Or perhaps, was the east guard given mostly to the Italians?","Edit: Another way of going about this is, how much of the Wermacht was occupying West Poland and Czechoslovakia at this time?",193
Wanderwort origins and the Indus Valley Civilization?,History_678,"So, is it likely that the Dravidian language that these words came from is the language of the Indus Valley Civilization?","Is this a poor, uninformed idea?",0
Wanderwort origins and the Indus Valley Civilization?,History_678,"Is this a poor, uninformed idea?","or, alternatively, am I late to the party and this is already intuitively obvious to historians?",0
Wanderwort origins and the Indus Valley Civilization?,History_678,"or, alternatively, am I late to the party and this is already intuitively obvious to historians?",What are your thoughts?,0
What happened to all the French guillotines?,History_679,What happened next?,Have they been dismounted?,0
What happened to all the French guillotines?,History_679,Have they been dismounted?,"I suppose a couple of them are in history museum, but what about the others?",82
Antebellum White Collar Workplace Architecture and Design,History_680,Does anyone know what offices would have looked like in the U.S. roughly between 1830-1860?,"In particular, did clerks and others work in a more open plan environment, or did people tend to have their own rooms in a building?",0
Did the Reformation have any impact in Orthodox countries?,History_681,"The Protestant Reformation turned society upside down in countries under the aegis of the Vatican, but did anybody pay any attention in Orthodox countries?","If so, who did they side with?",0
"Were there bows employed by tribes living in the desert, and if so, what were they made of?",History_682,Is there an evidence that this was indeed a factor influencing the use of bow and arrows as military technology by tribes living in such conditions?,"If that's not the case, what did they use as far as materials to make the bows?",0
"Were there bows employed by tribes living in the desert, and if so, what were they made of?",History_682,"If that's not the case, what did they use as far as materials to make the bows?",The arrows?,0
"During the English Civil War, did the Roundheads have any position on Martin Luther and other early leaders of the Reformation?",History_683,But were later Protestants in England such as the Roundheads more approving of Luther?,Did they move the Church of England closer to Lutheranism while they were in power?,0
How beneficial were war bonds to the US during WWII,History_684,Did money collected from war bonds amount to a significant contribution to the overall US war effort?,"Were those who purchased war bonds rewarded with a decent return, or was it more of a philanthropic sacrifice for the country?",0
What were the business models of real estate development in ancient Rome?,History_685,Do we have an idea about the relative costs of these buildings?,Do we now how much work was involved in creating standard apartment buildings vs more expensive homes for the wealthy?,0
What were the business models of real estate development in ancient Rome?,History_685,Do we now how much work was involved in creating standard apartment buildings vs more expensive homes for the wealthy?,Do we know how long it took to create either of them in terms of total hours of work?,0
What were the business models of real estate development in ancient Rome?,History_685,Do we know how long it took to create either of them in terms of total hours of work?,when needed?,73
What were the business models of real estate development in ancient Rome?,History_685,when needed?,Who paid for multistory buildings?,0
What were the business models of real estate development in ancient Rome?,History_685,Who paid for multistory buildings?,What was the business model so to speak?,0
Why did the Soviets refuse to help Nur Mohammed Taraki?,History_686,"Now...my question is that Afghanistan was surrounded by Iran and could be a better way to reach the Persian Gulf and also the discovery of oil in 20th century was a major source of ""lust"" to the Super Powers especially Soviets and the US then why the Soviet Leader refused to help Afghan Allies in the war against the Mujahideens?",Why did the Soviets let such an important state go?,0
Why did the Soviets refuse to help Nur Mohammed Taraki?,History_686,Why did the Soviets let such an important state go?,Was it a part of strategy?,0
Why did the Soviets refuse to help Nur Mohammed Taraki?,History_686,Was it a part of strategy?,Was the US intervention irritating them and making them feared?,0
Why did the Soviets refuse to help Nur Mohammed Taraki?,History_686,Was the US intervention irritating them and making them feared?,"Or they were just enjoying the barbaric show...the very famous policy prevalent nowadays ""let them fight and die...we'll just enjoy the show and when the right time  will come we will grab the opportunity and then will become heros of the nation""?",0
Why did the Soviets refuse to help Nur Mohammed Taraki?,History_686,"Or they were just enjoying the barbaric show...the very famous policy prevalent nowadays ""let them fight and die...we'll just enjoy the show and when the right time  will come we will grab the opportunity and then will become heros of the nation""?",?,0
Could the Russians Have Done Better at the Battle of Tsushima Straits Than They Actually Did?,History_687,About Naval Formations?,"With a numerical superiority and a technical inferiority, would the Russians have done better to opt for a battle of attrition instead (in the manner of America's Ulysses S. Grant vs. Robert E. Lee), perhaps using a line abreast formation?",0
Could the Russians Have Done Better at the Battle of Tsushima Straits Than They Actually Did?,History_687,"With a numerical superiority and a technical inferiority, would the Russians have done better to opt for a battle of attrition instead (in the manner of America's Ulysses S. Grant vs. Robert E. Lee), perhaps using a line abreast formation?",Does Grant&#39;s use of attrition tactic support his reputation as a general?,0
Could the Russians Have Done Better at the Battle of Tsushima Straits Than They Actually Did?,History_687,Does Grant&#39;s use of attrition tactic support his reputation as a general?,"Supposing that they could have made it a battle of ""trading shots,"" could they possibly have sunk the four Japanese battleships for four of their own, or even all thirteen, instead of zero versus thirteen?",0
What did the peasants do in Japanese warfare?,History_688,"But what about common foot soldiers, such as the ashigaru?",What role did they play in warfare?,0
What did the peasants do in Japanese warfare?,History_688,What role did they play in warfare?,"Were they just used to hold off the enemy's commoners, and once a side's commoners were routed, their nobles would withdraw?",0
What did the peasants do in Japanese warfare?,History_688,"Were they just used to hold off the enemy's commoners, and once a side's commoners were routed, their nobles would withdraw?","Was it acceptable to send some ""extra"" commoners to take down a particularly skilled nobleman ahead of such an event, or did the nobility effectively have a separate battle going on?",0
How accurate did medieval historians think histories to be?,History_689,How accurate were histories thought to be by medieval historians?,What constituted the historical record?,0
How accurate did medieval historians think histories to be?,History_689,What constituted the historical record?,Did folk lore and songs carry as much weight as the churches' histories or other written documents?,0
Why did Zhang Xueliang and Yang Hucheng receive different punishments for their role in the Xi'an Incident?,History_690,What reasons have been given by historians to explain why they received different punishments?,Did the KMT give any explanation of why they imprisoned one but executed the other?,0
"When the United States Congress passes an amendment, how are its votes counted?",History_691,"For a constitutional amendment to pass in the United States Congress, must the two-thirds vote include those present only (i.e., abstentions count against) or those present and voting (i.e., abstentions do not count)?",Have there been amendments where this would make a difference?,0
What would have happened had Stalin not had the Siberian forces help?,History_692,My question: Could Germany have defeated the Russians and still held off the Western Front had Japan kept its original plan to invade Russia from the East and hold all of their Siberian troops at bay?,Would they have been able to conquer Moscow and defeat Russia if Japan had not become so involved in fight the United States in the Pacific?,0
"What do ""zones of influence"" mean, according to the Treaty of Sevres after WWI?",History_693,What do the zones of influence mean?,Why would they be interested in having zones of influence in the Anatolian lands?,0
Why were the Normans such good builders?,History_694,So where did this come from?,Did the rich Norman lands attract experts from across Europe?,0
Why were the Normans such good builders?,History_694,Did the rich Norman lands attract experts from across Europe?,"If so, why didn't they also go to rich Anglo-Saxon England?",0
Why were the Normans such good builders?,History_694,"If so, why didn't they also go to rich Anglo-Saxon England?",Was it just a fashion that happened to catch on there?,0
What cultures have had a lasting effect on Sicilian culture?,History_695,Considering that Sicily has been inhabited by multiple empires/peoples   native Sicilians/Italians tribes and communes Greeks (partially) Carthaginians (partially) Romans Ostrogoths (very briefly) Byzantines Arabs Normans (briefly) Holy Roman Empire Spanish reunified Italian rule   Are there major influences to the culture that persist?,"If this is true, what are the major influences that have occurred in Sicily and can still be seen in its architecture and culture today?",408
Was the interior of Hagia Sophia in Constantinople ever covered with mosaic icons?,History_696,"Understandably, a fair amount of the original interior decoration would have been destroyed over time by Iconoclasts, Crusaders, Ottomans and also natural disasters but it begs the question: Do we know what the original decorations of the church where like?",How much of the current decorations are from subsequent restoration attempts?,4
Was the interior of Hagia Sophia in Constantinople ever covered with mosaic icons?,History_696,How much of the current decorations are from subsequent restoration attempts?,"Also, was the Church ever covered in iconography like other Byzantine churches?",0
Was the interior of Hagia Sophia in Constantinople ever covered with mosaic icons?,History_696,"Also, was the Church ever covered in iconography like other Byzantine churches?",Some example images here and here  So is there any written or archaeological evidence that may point towards Hagia Sophia having at one point been covered in Icons?,154
Was the interior of Hagia Sophia in Constantinople ever covered with mosaic icons?,History_696,Some example images here and here  So is there any written or archaeological evidence that may point towards Hagia Sophia having at one point been covered in Icons?,Or are there any descriptions of icons and mosaics that existed that are now lost?,0
Were the Axis Powers really obligated to attack USSR and USA?,History_697,Why would you cut off this supply AND open up the huge eastern front?,Can't the Germans just take some breathing time and consolidate their power in West and Central Europe?,103
Were the Axis Powers really obligated to attack USSR and USA?,History_697,Can't the Germans just take some breathing time and consolidate their power in West and Central Europe?,"To sum up, what really compelled Germany to attack USSR and what really compelled Japan to attack USA?",1099
Were the Axis Powers really obligated to attack USSR and USA?,History_697,"To sum up, what really compelled Germany to attack USSR and what really compelled Japan to attack USA?",Were they really obligated under some treaty or internal agreement somewhere?,0
Were the Axis Powers really obligated to attack USSR and USA?,History_697,Were they really obligated under some treaty or internal agreement somewhere?,"If your ideology says you have to conquer the world, then why not do it in an actual realistic way like the one I mentioned?",40
What other writings from the Constitutional Convention corroborate or dispute the definition of the duties of electors in Federalist Papers #68?,History_698,Is anyone here familiar with the details of the Constitutional Convention of 1787 enough to know if any of the actual participants of that event left any writings that either corroboration or dispute the duties of the presidential electors as described in Federalist Paper #68 ?,Minutes of the convention?,0
What other writings from the Constitutional Convention corroborate or dispute the definition of the duties of electors in Federalist Papers #68?,History_698,Minutes of the convention?,memoirs?,0
What other writings from the Constitutional Convention corroborate or dispute the definition of the duties of electors in Federalist Papers #68?,History_698,memoirs?,personal letters?,0
Early modern vs late modern vs post modern?,History_699,"Now, here's where I'm lost:  1) Is the modern period defined by both the early modern period and late modern period?","2) How does ""post modern"" period fit into to the picture?",0
Greek Revolution: Where did the Greeks look for descendants of the Byzantine dynasties?,History_700,"My question was, Where they ever able to find any?","if so, who where these people?",0
Greek Revolution: Where did the Greeks look for descendants of the Byzantine dynasties?,History_700,"if so, who where these people?","if not, are there any details on where they tried to look?",0
Why do people (governments) hang on to the idea of East and West?,History_701,Why is that?,"My question is why can't the world move away from the ""East and West"" politically?",360
What was the opportunity cost to bombing the rail lines to Auschwitz?,History_702,Is it difficult to bomb a rail line accurately and effectively?,How difficult is it for the Germans to repair the rail line?,0
What was the opportunity cost to bombing the rail lines to Auschwitz?,History_702,How difficult is it for the Germans to repair the rail line?,How expensive in terms of war resources would the task be?,0
What was the opportunity cost to bombing the rail lines to Auschwitz?,History_702,How expensive in terms of war resources would the task be?,Would such a mission be deep in the Soviet theater of war?,0
What was the opportunity cost to bombing the rail lines to Auschwitz?,History_702,Would such a mission be deep in the Soviet theater of war?,What was the opportunity cost to bombing the rails?,0
What was the opportunity cost to bombing the rail lines to Auschwitz?,History_702,What was the opportunity cost to bombing the rails?,What tactical or strategic objectives would have been at risk if Roosevelt had diverted resources to bomb the rail lines to Auschwitz?,0
Why did Germany take so long to consolidate into a single nation?,History_703,What took so long?,Why didn't Germany get consolidated alongside her neighbors into a single empire?,0
Why did Germany take so long to consolidate into a single nation?,History_703,Why didn't Germany get consolidated alongside her neighbors into a single empire?,And what kept the other major powers of Europe from gobbling the pieces of the Holy Roman Empire up amongst themselves?,0
What was the largest empire in terms of time of communication between its two ends?,History_704,What was the largest empire in human history in terms of the time required to deliver a message from one end of the empire to the other?,How long was this time?,0
"What Are the Dynamics of A ""Forced March?""",History_705,At what point do armies tend to break?,Were the advantages to be gained by a forced march usually enough to compensate for such a diminution of an army's strength?,0
"What Are the Dynamics of A ""Forced March?""",History_705,Were the advantages to be gained by a forced march usually enough to compensate for such a diminution of an army's strength?,Or did an army on a forced march lose significantly LESS than one-third its strength because it sloughed off (by definition) its weakest members?,0
Was it customary for an executioner in Elizabethan England to ask for forgiveness from the executed?,History_706,Is that historically correct?,Did executioners usually ask for forgiveness or only in case of high profile people being executed?,0
What did other European powers say when Portugal and Spain signed the Treaty of Tordesillas?,History_707,What were the biggest and well-organized European powers at that moment?,Did they send letters of reproval?,194
What did other European powers say when Portugal and Spain signed the Treaty of Tordesillas?,History_707,Did they send letters of reproval?,Did their political/military/citizens make sarcastic remarks since Portugal and Spain were being too greedy?,0
What containers were used for food prior to the industrial era?,History_709,"What types of containers were used to sell, transport and keep the food before plastic ?",and before industrial era in the everyday life ?,0
What led to American air superiority over the Axis in World War II,History_710,What accounts for the relative U.S. superiority in the air?,"And is it fair to say that without air superiority, the U.S. and Allies would have had great difficulty beating the Germans?",0
What led to American air superiority over the Axis in World War II,History_710,"And is it fair to say that without air superiority, the U.S. and Allies would have had great difficulty beating the Germans?","Or are there credible sources or studies that show that the Allies could have won only using overwhelming numbers and firepower on the ground, without superior airpower?",0
Was there a historical figure named Fecund?,History_711,Was there someone well known called Fecund?,Or perhaps a commonly quoted statement beginning a sentence with it?,0
Was there a historical figure named Fecund?,History_711,Or perhaps a commonly quoted statement beginning a sentence with it?,Why did this clear increase start and end so suddenly?,0
Was there a church around 1800 in Petropavlovsk-Kamchatsky?,History_712,Was there a church?,"Because the Kamchatka diocese was not created until around 1840, was it in the Irkutsk diocese?",0
Who was the first foreigner to be naturalized as a Mexican citizen?,History_713,"The earliest example I have is Jose Antonio Bolcof of Russia, who became a Mexican about 1833. Who beat him?",Who was the first foreigner to be naturalized as a Mexican citizen in Alta California?,3
Is it true that there are more slaves in the world now than ever at one point in history?,History_714,Is this a fact?,That we are living in an era where slavery is at an all time high?,0
Did Zoroastrianism influence some Ancient Greek Philosophers?,History_715,"However, did the Persian religion of Zoroastrianism-(founded around 600 BC/BCE), have any influence on various Ancient Greek Thinkers?","Did the Ancient Greek intellectual concept of Dialectics,as well as the philosophical sayings of Heraclitus extract any type of influence from Zoroastrianism and its Theology of Opposites?",621
Who was the first foreigner to be naturalized as a Mexican citizen in Alta California?,History_716,"The earliest example I have is Jose Antonio Bolcof of Russia, who became a Mexican about 1833. Who beat him?",Who was the first foreigner to be naturalized as a Mexican citizen?,3
Did the ancients or other pre-industrial civilisations engage in unsustainable practices?,History_717,"Did ancient peoples have unsustainable aspects to their lives, as viewed from today?",Did such practices cause consequences that we still suffer today?,0
What caused the shift from racially-motivated violence to segregation in the Reconstruction era?,History_718,"Is it accurate to say that, for some reason, violence became less socially acceptable after a period of time?","If so, what was the impetus for the shift?",0
When did Herod the Great die?,History_719,"I have read the article Did Herod the ""Great"" Really Die In 4 B.C.?",What is the evidence of this claim?,74
When did Herod the Great die?,History_719,What is the evidence of this claim?,Is this new date widely accepted among modern historians?,0
"What are the social preconditions for division of labour, when compared in different emerging civilizations?",History_720,Are there any common preconditions and historical developments concerning the process of an emerging civilized society with differentiated division of labour?,"Are there any examples of different ancient and earlier societies/tribes with strongly different developments leading toward division of labour, or highly different systems of it?",0
"What are the social preconditions for division of labour, when compared in different emerging civilizations?",History_720,"Are there any examples of different ancient and earlier societies/tribes with strongly different developments leading toward division of labour, or highly different systems of it?",Which of these items (I probably missed some) are necessary to establish a lasting and growing in differentiation division of labour?,2006
"What are the social preconditions for division of labour, when compared in different emerging civilizations?",History_720,Which of these items (I probably missed some) are necessary to establish a lasting and growing in differentiation division of labour?,Do historians agree on common preconditions for development of division of labour or are there different ways leading to such a state of society?,296
"What are the social preconditions for division of labour, when compared in different emerging civilizations?",History_720,Do historians agree on common preconditions for development of division of labour or are there different ways leading to such a state of society?,Do we have an accurate picture of how differentiated ancient economies must have been or can we deduce from today's knowledge about division of labour how social and economical life in ancient economies must have been and was organized?,0
"What Land Runs were there in the U.S., and were the Indians paid for their land?",History_721,Were Indians paid for land in the other Oklahoma land runs?,"Were there land runs in other states, and if so, were the Indians paid?",0
What did the Romans do for Judea?,History_722,And what have they ever given us in return?,(more general murmurs of agreement)       Reg: All right... all right... but apart from better sanitation and medicine and education and irrigation and public health and roads and a freshwater system and baths and public order... what have the Romans done for us?,997
What did the Romans do for Judea?,History_722,(more general murmurs of agreement)       Reg: All right... all right... but apart from better sanitation and medicine and education and irrigation and public health and roads and a freshwater system and baths and public order... what have the Romans done for us?,"Reg: (very angry, he's not having a good meeting at all) What!?",22
What did the Romans do for Judea?,History_722,"Reg: (very angry, he's not having a good meeting at all) What!?","Historically, what did the Romans do for Judea?",41
What did the Romans do for Judea?,History_722,"Historically, what did the Romans do for Judea?",?,49
Wiliam Wallace vs. Robert Bruce: Why Did One Win and One Lose?,History_724,Was there something in the terrain at Bannockburn that made a decisive difference compared to Falkirk?,"For instance, the marshy ground around Bannockburn (and Stirling Bridge) may have proved more of an obstacle to English cavalry than at Falkirk?",0
Wiliam Wallace vs. Robert Bruce: Why Did One Win and One Lose?,History_724,"For instance, the marshy ground around Bannockburn (and Stirling Bridge) may have proved more of an obstacle to English cavalry than at Falkirk?",Why would that be?,157
Wiliam Wallace vs. Robert Bruce: Why Did One Win and One Lose?,History_724,Why would that be?,"Finally, is it true that the Scottish ""camp followers"" that the English despoiled on their way to Bannockburn formed an ""army"" of sorts (Pat Buchanan's ""peasants with pitchforks""), and hit the English from behind, or at least threatened their supply train while they were facing main the Scots army under Bruce?",0
How did Hitler imagine his succession? (for the case nazis would win the war),History_725,Do we have any information how Hitler imagined the government of his Reich after he would have died from old age?,Did he wish to appoint a specific successor?,0
How did Hitler imagine his succession? (for the case nazis would win the war),History_725,Did he wish to appoint a specific successor?,Produce an heir?,0
How did Hitler imagine his succession? (for the case nazis would win the war),History_725,Produce an heir?,Or would they transition to some form of rule other than one-person dictatorship?,0
Why and when did agriculture lose its prestige?,History_727,Why is it like this?,Does it have historical reasons?,0
Why and when did agriculture lose its prestige?,History_727,Does it have historical reasons?,"If this changed over time, when did it loose its prestige?",0
How could a theatre be heated in 1808 Vienna?,History_728,How could it have been heated at the time?,Am I missing something obvious?,156
How and why did Charles XII Get to Poltava?,History_730,"Did King Charles XII create a new ""base"" in southern Polish cities like Krakow and Lublin from which to draw supplies and reinforcements for what would then be a logical invasion of the Ukraine?",Was he trying to conquer Ukraine on behalf of his new Polish allies?,0
How and why did Charles XII Get to Poltava?,History_730,Was he trying to conquer Ukraine on behalf of his new Polish allies?,Or were the allies in question perhaps the Turks (natural enemies of Russia)?,0
How and why did Charles XII Get to Poltava?,History_730,Or were the allies in question perhaps the Turks (natural enemies of Russia)?,"If so, were they supplying him across the Black Sea, and up the Dniepr River?",0
How and why did Charles XII Get to Poltava?,History_730,"If so, were they supplying him across the Black Sea, and up the Dniepr River?",What was he doing at Poltava?,0
How and why did Charles XII Get to Poltava?,History_730,What was he doing at Poltava?,"Was he trying to ""go around"" the main Russian army and take Moscow from the rear?",0
How did Moscow become the Capital/most important city in Russia?,History_731,"One might have expected it to be the capital of the Soviet Union, with its location on the Dnepr River, and relatively easy access to eastern and southern Europe, plus the Black Sea (via the Dniepr)?",Or did Mongols change all that?,0
How did Moscow become the Capital/most important city in Russia?,History_731,Or did Mongols change all that?,"Or is that why it became Russia's capital, and largest city, with ""equal access"" to the Baltic and the Urals, the White and Black Seas?",559
What disruptions were brought about by Islam that the Arabians saw so many victories?,History_732,"So the question is: What disruption, or innovation, or disruptive innovation did the the advent of Islam bring, and render on the Arabs, that a nation of nomads went up and annihilated Great Empires, conquered great lengths of Earths in such short period of time (again, some 40 years), even just after emerging as a nation?",And going on to win against deep rooted civilizations?,0
Why is North-Korean communist leader Kim Il-sung called Kim Ir Sen in some languages?,History_733,But how has been the political divide projected in the name of this man?,Are they also political?,540
For the French Army under Jean Martinet (d1672) how and why were cavalry used instead of infantry?,History_734,"For France's army of the period of Jean Martinet (d1672) in the Early modern, how and why were cavalry used instead of infantry?",^1^    How and why were cavalry employed differently to infantry?,352
During the Míng Dynasty could local authorities make laws?,History_735,"Was it allowed to create local laws at the town, city, or provincial level in Míng China?","And, if so, then who had that authority?",0
During the Míng Dynasty could local authorities make laws?,History_735,"And, if so, then who had that authority?","Edit after Semaphore’s comment: So local officials can make a by-law, but what happens if people violate that by-law assuming whatever they do doesn’t violate imperial law?",0
During the Míng Dynasty could local authorities make laws?,History_735,"Edit after Semaphore’s comment: So local officials can make a by-law, but what happens if people violate that by-law assuming whatever they do doesn’t violate imperial law?",Can they be punished?,0
During the Míng Dynasty could local authorities make laws?,History_735,Can they be punished?,How would they view lawsuits involving these by-laws?,114
"Are there documented shifts in how history, time, and accuracy were regarded in society?",History_736,Question   How has the cultural concept and treatment of history (and time) evolved to its presently understood form?,"...or, how did History become History?",0
Is there any evidence in history to suggest that there was a Melanchro (dark-skinned) population in Colchis as claimed by Herodotus?,History_737,Did these men really write these things as quoted above?,Is Herodotus disproved or validated on his claims about a dark skinned and woolly haired people living in Colchis?,0
Is there any evidence that Jesus' Mother lived in Ephesus?,History_738,"However, is there any incontrovertible historical proof that Mary traveled to Ephesus after Jesus' death and lived in this particular Ephesian House?",Are there any written records?,0
Is there any evidence that Jesus' Mother lived in Ephesus?,History_738,Are there any written records?,Is there any available archaeological evidence validating this claim?,0
Is there any evidence that Jesus' Mother lived in Ephesus?,History_738,Is there any available archaeological evidence validating this claim?,Or is this particular House part of the larger Christian lore?,0
Fish/Shark skin sandpaper,History_739,My question is:   A. how far back does this practice go?,B. were any other fish types outside of the shark family ever used for this?,0
What happened to horses when cars became popular?,History_740,"Horse populations were greatly reduced as cars became prevalent: [website]What happened to the surplus horses during that period, say, in the USA?",Or was the transition slow enough that not breeding new horses was enough?,0
Which Canadian universities required Ancient Greek and Latin? From when to when?,History_741,"What rough percentage of universities required Ancient Greek and Latin, for admission?","Then what about after admission, during university?",2
Which Canadian universities required Ancient Greek and Latin? From when to when?,History_741,"Then what about after admission, during university?","If 2 is true, to what difficulty or degree were these mandated  courses?",2
Which Canadian universities required Ancient Greek and Latin? From when to when?,History_741,"If 2 is true, to what difficulty or degree were these mandated  courses?","For both questions 1 and 2, would you please roughly date your answers (from when to when)?",2
How widespread was dueling in the United States from its formation to 1860?,History_742,"Several important people in American history have died dueling, so my question is how widespread was duelling in the U.S until 1860?","It seems that dueling could just be a upper class activity since until the western expansion only the rich land owning class seemed to die dueling, or was it that the lower classes would have dueled too, especially in the west?",0
How widespread was dueling in the United States from its formation to 1860?,History_742,"It seems that dueling could just be a upper class activity since until the western expansion only the rich land owning class seemed to die dueling, or was it that the lower classes would have dueled too, especially in the west?",Was dueling in the U.S. more or less confined to some regions or classes?,0
What is the latest case of employment of Cretan archers in Antiquity?,History_744,"But what is the latest known case of employment of Cretan archers, supported by reliable evidence?",Is there any evidence for the use of Cretan archers in Roman Empire in III-V centuries AD?,0
What was the actual dispute that triggered the March 2013 anti-Muslim riots in Myanmar?,History_745,What was the issue that led to that attack by the shop-owner?,And why did they attack a customer?,0
What are the circumstances that lead to Kondou being the sole Shinsengumi leader?,History_746,Was this an assassination or was it some sort of duel that was agreed upon?,"Either way, what did Tonouchi expect would happen after Serizawa's faction was wiped out?",0
What are the circumstances that lead to Kondou being the sole Shinsengumi leader?,History_746,"Either way, what did Tonouchi expect would happen after Serizawa's faction was wiped out?","Was Matsudaira Katamori involved, at all, in this?",0
What are the circumstances that lead to Kondou being the sole Shinsengumi leader?,History_746,"Was Matsudaira Katamori involved, at all, in this?",Did he expect Kondou to kill Tonouchi?,0
Why did Yamamoto reprimand Nagumo after Pearl Harbor?,History_747,I thought Pearl Harbor was considered a great success?,Anyone know why Yamamoto thought it necessary to reprimand Nagumo?,0
Was the internment of Japanese Americans in WWII a public affair?,History_748,"Was the internment of Japanese Americans in WWII public affair; meaning, was it in any way discussed or reported in the contemporary American media?",Did the authorities conduct any explanatory propaganda for the public and the Japanese being interned and relocated?,0
Was the internment of Japanese Americans in WWII a public affair?,History_748,Did the authorities conduct any explanatory propaganda for the public and the Japanese being interned and relocated?,aimed at differentiating this from European practices of internment and exile)?,207
Was Jud Suss a veiled criticism of Hitler?,History_749,I was wondering if there are any sources that show that Germans at the time might have felt that this was treading a little too closely to what Hitler himself had done?,"Furthermore, is there any indication that members of the crew may have used it in their defense after the war?",0
Was Jud Suss a veiled criticism of Hitler?,History_749,"Furthermore, is there any indication that members of the crew may have used it in their defense after the war?","In other words, to suggest that the portrayal of the Duke was a deliberate criticism of the leader of Reich?",0
What’s this odd hat/crown and is it related to Baal?,History_750,Anything similar?,Same hat?,0
What’s this odd hat/crown and is it related to Baal?,History_750,Same hat?,What is it?,0
Why did Britain place naval mines in their own Channel in WW2?,History_751,Why did Britain mine their own channel during WW2?,Could it actually be the case that Britain mined only the southern part of the Channel?,179
Why did Britain place naval mines in their own Channel in WW2?,History_751,Could it actually be the case that Britain mined only the southern part of the Channel?,Or maybe they used deep mines only triggerable by submarines?,0
"Marcellus and his work ""Aethiopica""",History_752,"Do we know anything more about this Marcellus or his work ""Aethiopica""?",Is he mentioned by any other historians?,0
What was the average day like for a 15th century English peasant or agricultural Labourer?,History_753,"So, pre-Columbus, what was their life like?","I don't know how well they could preserve food, so, I would think they would plant in cycles to where different fruits and veggies ripen maybe monthly?",0
What was the average day like for a 15th century English peasant or agricultural Labourer?,History_753,"I don't know how well they could preserve food, so, I would think they would plant in cycles to where different fruits and veggies ripen maybe monthly?",Quarterly?,0
What was the average day like for a 15th century English peasant or agricultural Labourer?,History_753,Quarterly?,And what about hunting?,0
What was the average day like for a 15th century English peasant or agricultural Labourer?,History_753,And what about hunting?,Were most people good with a bow or trapping?,0
What did education look like in occupied countries during WW2?,History_754,Did universities keep on working?,Schools?,0
What did education look like in occupied countries during WW2?,History_754,Schools?,How did the curriculum change?,0
What did education look like in occupied countries during WW2?,History_754,How did the curriculum change?,But what about history?,52
What did education look like in occupied countries during WW2?,History_754,But what about history?,Economics?,0
What did education look like in occupied countries during WW2?,History_754,Economics?,Literature?,0
What did education look like in occupied countries during WW2?,History_754,Literature?,Were new textbooks written?,0
What did education look like in occupied countries during WW2?,History_754,Were new textbooks written?,Or were those lessons and faculties just abolished?,0
