title,source,q1,q2,sep
"When scripture quotes a non-biblical source, without any opposition of the source, does it imply any endorsement?",Christianity_1560,Under a biblical framework that holds to the infallibility of the Protestant Bible how are we to approach those extra biblical sources being quoted?,"Does the scriptures reference of them pass on some kind of dignity or validity to them, or is a extra biblical reference in the scripture neutral not to have higher esteem than it otherwise would have?",0
"When scripture quotes a non-biblical source, without any opposition of the source, does it imply any endorsement?",Christianity_1560,"Does the scriptures reference of them pass on some kind of dignity or validity to them, or is a extra biblical reference in the scripture neutral not to have higher esteem than it otherwise would have?","Or would each case have to be considered on its own and if so, under what guidelines?",0
What was Van Til's view on the use and validity of historical proofs for the resurrection?,Christianity_1561,"With Easter almost here this year, I was wondering how Van Til would address the resurrection with unbelievers?","In particular, did he use historical proofs for the resurrection of Jesus Christ?",0
What was Van Til's view on the use and validity of historical proofs for the resurrection?,Christianity_1561,"In particular, did he use historical proofs for the resurrection of Jesus Christ?",What was Van Til's view on the use and validity of historical proofs for the resurrection?,0
Outdoor wedding for Catholics,Christianity_1562,"weddings canonically recognized by the Catholic Church) to take place outdoors, even if one of the couple is not Catholic?","If so, is there any specific permission that must be granted to ensure the wedding is recognized, and must this permission be granted by Church officials where the couple lives, or where the wedding will take place?",0
Why did Elisha curse children?,Christianity_1563,What do these verses mean?,What was the purpose of this?,0
The Protestant perspective concerning the Four Horsemen,Christianity_1564,Does Protestant Christianity have an official interpretation of these verses?,"And if so, how are the Horsemen interpreted by the Protestant churches?",0
Does Paul say in Galatians that we put our faith in Jesus or work to stop sinning?,Christianity_1565,"Do we put ""faith"" in Jesus, or do we ""work"" on trying to stop sinning?",Which one?,0
Is the Roman Catholic understanding of forgiveness different from the Protestant understanding?,Christianity_1566,"So I'm trying to understand whether the book gave a representative view of these positions and I'm also trying to understand for myself who can be forgiven, by whom, and under what circumstances?","To add more to the question (than the book did), in Roman Catholic or Protestant teaching, is it impossible to forgive someone whom God has not forgiven?",0
If we are to think good things(Phil 4:8) why are there seemingly pointless sinful things in the Bible?,Christianity_1568,"If God didn't want us to think of bad things, why did He put seemingly useless bad things in His Bible?",Surely we get the idea that he was really bad because of the way he overthrew his father's kingdom and tried to kill him; is there a different point of this passage?,87
How does Protestantism explain Matthew 18:20 in this technology age?,Christianity_1569,Is Christ Jesus talking about a literal physical gathering of two or more?,How does the Church explain Matthew 18:20 (NET) in this technology age?,0
How does Protestantism explain Matthew 18:20 in this technology age?,Christianity_1569,How does the Church explain Matthew 18:20 (NET) in this technology age?,"Rather,   What does the Bible say?",103
Is breaking copyright law a sin?,Christianity_1571,   Possible Duplicate:   Are Christians bound to the laws of their country?,"Making illegal copies of films, music, books and games  Downloading and seeding torrents  Using someone else's program code without license Plagiarism (which is like breaking 9th Commandment)   Are the things listed above sinful?",0
Is breaking copyright law a sin?,Christianity_1571,"Making illegal copies of films, music, books and games  Downloading and seeding torrents  Using someone else's program code without license Plagiarism (which is like breaking 9th Commandment)   Are the things listed above sinful?",Does it depend on whether we're making money from it?,0
Did Jesus wear premium clothes?,Christianity_1572,Does that mean Jesus used to wear premium clothes?,Can someone please elaborate on the topic?,97
Which group adhears to the idea of heavenly amnesia?,Christianity_1573,Ok related to this questions Will people in hell be able to remember people in heaven?,Where did this idea come from?,183
Which group adhears to the idea of heavenly amnesia?,Christianity_1573,Where did this idea come from?,How widespread is this idea?,399
"Why is the Vatican against ""The Son of God"" movie?",Christianity_1575,Why would the Vatican be against the movie?,What messages does the movie have that would concern the Vatican?,0
Was Jesus present at the beginning of time? Or when did the Trinity come into being?,Christianity_1576,Was Jesus present at the beginning of time?,Is there any indication in the Bible about when the Trinity came into being?,0
Was Jesus present at the beginning of time? Or when did the Trinity come into being?,Christianity_1576,Is there any indication in the Bible about when the Trinity came into being?,"Or, put another way, whether Jesus existed at the beginning?",0
Was Jesus present at the beginning of time? Or when did the Trinity come into being?,Christianity_1576,"Or, put another way, whether Jesus existed at the beginning?",Did the Trinity exist at the creation?,0
Is confessing to a priest the only way to be forgiven?,Christianity_1577,"We first confess in our first communion and the priests say that we should always confess our sins, but is it the only way to be forgiven by God ?",Can't we pray and ask for forgiveness?,0
Which Catholic encyclicals discuss the Catholic teaching on the results of Jesus' sacrifice?,Christianity_1578,Which Catholic papal encyclicals discuss questions like -   1) Why did Jesus have to die?,2) What are the effects of the sacrifice of Jesus?,0
Which Catholic encyclicals discuss the Catholic teaching on the results of Jesus' sacrifice?,Christianity_1578,2) What are the effects of the sacrifice of Jesus?,3) How does God look at the world before and after the sacrifice of Jesus?,0
Which Catholic encyclicals discuss the Catholic teaching on the results of Jesus' sacrifice?,Christianity_1578,3) How does God look at the world before and after the sacrifice of Jesus?,"If there aren't any papal encyclicals, are there any books / writings that discuss the same?",0
Are love and hate in a harmonious balance within God?,Christianity_1579,Taoism with their concept of Yin and Yang?,Or how do both interrelate?,0
Are love and hate in a harmonious balance within God?,Christianity_1579,Or how do both interrelate?,Could this hate of God even be the explanation for the problem of evil in the world and why God gives Satan free rein?,0
Calvinists: How to avoid justification from eternity?,Christianity_1580,"If Calvinists believe in effectual atonement (which includes the legally-binding expiation of sins in Calvinist theology), and the atonement was inarguably made at a specific point in time many years ago for all elect souls, then on what basis does the wrath of God fall upon the yet unsaved elect?",How is God justified in expressing wrath and condemnation towards elect men who have already had their sins propitiated by Christ many years prior?,0
Calvinists: How to avoid justification from eternity?,Christianity_1580,How is God justified in expressing wrath and condemnation towards elect men who have already had their sins propitiated by Christ many years prior?,What is their crime if their sins have already been effectually expiated in a strict legal sense?,0
Calvinists: How to avoid justification from eternity?,Christianity_1580,What is their crime if their sins have already been effectually expiated in a strict legal sense?,"So, why do Calvinists argue that a universal atonement would necessarily imply a universal salvation (universalism) if they themselves believe that the application of the atonement is contingent on personal faith and does not follow immediately from the act of atonement itself?",639
Calvinists: How to avoid justification from eternity?,Christianity_1580,"So, why do Calvinists argue that a universal atonement would necessarily imply a universal salvation (universalism) if they themselves believe that the application of the atonement is contingent on personal faith and does not follow immediately from the act of atonement itself?",Is there a solution that I'm missing?,59
Calvinists: How to avoid justification from eternity?,Christianity_1580,Is there a solution that I'm missing?,How have Calvinists traditionally avoided this predicament?,0
Why are some denominations so against the idea of personal revelation as a source of Truth?,Christianity_1581,In the spirit of On what basis do some denominations prohibit Christians from drinking alcohol?,"In other words, what are some of the reasons some Christians are so wary of a view that other Christians are so willing to embrace?",609
Why are some denominations so against the idea of personal revelation as a source of Truth?,Christianity_1581,"In other words, what are some of the reasons some Christians are so wary of a view that other Christians are so willing to embrace?","Most people can understand the Scriptural arguments, which would lead to believing that such a view is either true or false, but why dangerous?",529
Why is Mark not the first gospel?,Christianity_1582,"Why then is it that when the New Testament was compiled, Mark was not listed as the first book in the New Testament?",What are the reasons that the Early Fathers put Matthew first?,0
Why is Mark not the first gospel?,Christianity_1582,What are the reasons that the Early Fathers put Matthew first?,"If the Early Fathers didn't know Mark was the earliest gospel when they compiled New Testament, surely they could reverse their decision if they knew, couldn't they?",0
Are Christians bound to the laws of their country?,Christianity_1583,"Should Christians be bound to obey the civil laws of their respective countries (states, cities, whatever) even if they disagree with the basis for the laws?","For example, do we have to pay fines, obey speed limits or submit to curfews?",162
What does Jesus call God?,Christianity_1584,"Is it accurate that it was only on the cross that Jesus referred to God as ""God""?",My God why has thou forsaken me?,0
In what sense was Jesus's death a sacrifice?,Christianity_1586,Why do we say that Jesus sacrificed himself for us?,When Jesus died didn't he end up in heaven?,84
In what sense was Jesus's death a sacrifice?,Christianity_1586,When Jesus died didn't he end up in heaven?,"In the case of Jesus, was it really bad for him to end up in heaven?",246
In what sense was Jesus's death a sacrifice?,Christianity_1586,"In the case of Jesus, was it really bad for him to end up in heaven?",Why is it considered a sacrifice?,0
Saying the concluding prayer in the Liturgy of the Hours,Christianity_1587,Can anyone clarify which bit is said at which offices?,Does it depend on whether you are reciting it in common or alone?,0
Why was the Apostle Paul seemingly not that interested in baptizing believers?,Christianity_1588,"(1 Corinthians 1:17, NIV)   If Paul was so focused on the gospel as it was the means of 'eternal salvation', why put baptism in the back seat of the process?","(1 Corinthians 1:18, NIV)   Why does Paul not think it important to follow up on all his converts and make sure they are properly baptized as though their eternal life depended on it?",200
What is the source of the image of angels in light and wings? (Roman Catholic perspective),Christianity_1589,But where does the image of angels of light in a form with wings and curly golden hair come from?,"According to the Catholic Church, is this just an artistic form or does the church really think angels look like that?",0
What's the difference between judging God and questioning God?,Christianity_1590,How do you draw the line between judging and questioning God?,"Is it ok to question God, but not to judge Him?",0
How can things considered bad when done by humans become good when God does them?,Christianity_1591,My question is: How can this be the case?,How can something like this be considered good when done by God?,716
Why did early Christians in Acts still go to the Jewish temple every day?,Christianity_1592,"(Acts 2:46-47, NIV)   If the Old ceremonial ways of the Old Testament were finished at the death of Christ (or as other conjecture after Pentecost) why did the church still attend temple gatherings?",Was it because they were not fully aware of the full implication of the New Covenant and may have even offered sacrifices?,0
Why did early Christians in Acts still go to the Jewish temple every day?,Christianity_1592,Was it because they were not fully aware of the full implication of the New Covenant and may have even offered sacrifices?,Was it because they just wanted to get together and evangelize their brethren?,0
Why did early Christians in Acts still go to the Jewish temple every day?,Christianity_1592,Was it because they just wanted to get together and evangelize their brethren?,Was it some mishmash of both reasons plus possibly more?,0
Why did early Christians in Acts still go to the Jewish temple every day?,Christianity_1592,Was it some mishmash of both reasons plus possibly more?,What was going on in their heads?,0
Do all Christian sects believe that Paul's writings are words of God?,Christianity_1593,"In other words, do all Christian sects see Paul's writings as divinely inspired?",Are all of Paul's writings accepted by all sects (regardless of how they're interpreted)?,115
What's the goal of Catholic/Protestant ecumenism?,Christianity_1594,"Which raises the question, what is the overarching goal of ecumenism?","perhaps there are more goals, but are there any ecumenical documents to show that we're making any progress toward these goals?",314
What's the goal of Catholic/Protestant ecumenism?,Christianity_1594,"perhaps there are more goals, but are there any ecumenical documents to show that we're making any progress toward these goals?","Also, are they polar opposites, if we proceed toward Reconciliation do we throw out Reunification?",0
Who is the prophet Moses mentioned in Deuteronomy 18:15?,Christianity_1595,Who is the prophet Moses mentioned in Deuteronomy 18:15 ?,"I was thinking Moses was talking about Jesus, but Jesus is not considered a prophet is he ?",0
Is there any theological basis for the eating of lamb at Easter?,Christianity_1596,So when I ask about a theological basis I mean was there some occasion when Christians were instructed to eat lamb or when they were encouraged to eat lamb by an example set by some Christian authority?,Or has the practice simply emerged without any clear origin?,0
The Jehovah's Witness perspective concerning the Four Horsemen,Christianity_1597,Do the Jehovah's Witnesses have an official interpretation of these verses?,"And if so, how are the Horsemen interpreted by the Jehovah's Witness faith?",0
Where do we draw the line when questioning/testing God?,Christianity_1598,"Luke 4:12 NIV      Jesus answered, “It is said: ‘Do not put the Lord your God to the   test.’ ”   Or is it?",Where should we not test God and when/where is it ok to test Him?,441
Anglican apostolic succession,Christianity_1599,Isnt the fact that Thomas Cranmer ([website]was validly ordained by the Roman Catholic Church certain proof that the Anglican Church holds valid apostolic succession?,Why Then is it denied by the Roman Catholic Church?,0
What is the verdict on an unjust judge?,Christianity_1600,"If a criminal proven to have committed every crime in the book from common theft to rape and murder of children, not just once but over and over and over every day of their lives, were to stand before a bench and say ""your honor, guilty as charged"" -- and the judge were to say ""Why thank you, since you know you're guilty you are free to go and here is some money for dinner,"" how would we react?",Would you not cry out and scream about the injustice of it all and then write to the papers and get interviewed and do everything in your power to have the evil judge himself brought to justice?,82
What is the verdict on an unjust judge?,Christianity_1600,Would you not cry out and scream about the injustice of it all and then write to the papers and get interviewed and do everything in your power to have the evil judge himself brought to justice?,Do you get the picture?,0
What is the verdict on an unjust judge?,Christianity_1600,Do you get the picture?,So here is the question: How is it that God can be truly just and yet justify wicked men?,660
What is the verdict on an unjust judge?,Christianity_1600,So here is the question: How is it that God can be truly just and yet justify wicked men?,Is he defensible?,19
What is the earliest surviving reference to the Paschal Greeting?,Christianity_1601,"For example, in which church father do we first learn about the Mary Magdelene / Emperor Tiberius tradition?",Or does an earlier church father describe Christians greeting each other on Easter in this way?,0
What is the earliest surviving reference to the Paschal Greeting?,Christianity_1601,Or does an earlier church father describe Christians greeting each other on Easter in this way?,"A related question focuses on when the custom was adopted in Anglicanism, not its historical origin: What is the origin among the Church of England of the Paschal Greeting?",0
Sources for Luther and Calvin quotes supporting geocentrism,Christianity_1603,Are these genuine quotes?,Can someone help me find their respective sources?,0
Who influenced anabaptist teachings the most and where did anabaptist teachings come from?,Christianity_1604,"I know that Switzerland and southern Germany was the birthplace of anabaptism, did it come from Ulrich Zwingli?",Or was there another more influential person out of the reformation that encouraged anabaptism?,0
Who influenced anabaptist teachings the most and where did anabaptist teachings come from?,Christianity_1604,Or was there another more influential person out of the reformation that encouraged anabaptism?,Where would that put Switzerland?,93
Can the King James Bible be extensively quoted in commercial books?,Christianity_1605,"I know the KJV is in public domain and there shouldn't a problem in quoting it, but does that apply to a book that may be published and possibly sold on the open market?",Does the later use of KJV scripture change any aspect of the Public Domain law?,173
Can the King James Bible be extensively quoted in commercial books?,Christianity_1605,Does the later use of KJV scripture change any aspect of the Public Domain law?,See below:     Is the King James Version Bible in the Public Domain [duplicate]      This question already has an answer here:      What major translations of the Bible are in the Public Domain?,0
What was before the king james bible and what sections might have been lost in translation?,Christianity_1606,"Everyone now a days knows about the King James bible, but what was before the king james bible that it was based off of?","And being that it was translated from a previous version, what were some of the ""lost in translation"" sections that we should be aware of?",0
Do Catholics refer to all martyrs as Saints?,Christianity_1608,Is this accurate?,How is someone deemed a Saint as opposed to a martyr in Catholicism?,0
What color was Augustine's skin?,Christianity_1609,"So, it's a simple question - Was Augustine white or black?","Many of the Church Fathers from Alexandria to Carthage would have probably shared this legacy, and I'm just sort of curious - What did they look like?",0
"What problems, if any, do Oneness Pentecostals have with the Apostles' Creed?",Christianity_1610,"As a follow-up to previous questions, I'd like to know: Do Oneness Pentecostals disagree with or ""reinterpret"" any phrases in the Apostles' Creed?",This makes me wonder – how do certain non-trinitarian groups understand the Apostles' Creed?,263
"What problems, if any, do Oneness Pentecostals have with the Apostles' Creed?",Christianity_1610,This makes me wonder – how do certain non-trinitarian groups understand the Apostles' Creed?,"Do they accept it as written, or simply reject it?",0
"What problems, if any, do Oneness Pentecostals have with the Apostles' Creed?",Christianity_1610,"Do they accept it as written, or simply reject it?","Or perhaps they accept it, but interpret particular phrases in ways that trinitarians don't?",0
"Prominent Theologians' answer to: What is ""The Parable of the Shrewd Manager"" about?",Christianity_1611,What lesson is Jesus teaching His followers with this parable?,"Has any prominent theologian (eg Matthew Henry, NT Wright) explained this parable?",0
"Prominent Theologians' answer to: What is ""The Parable of the Shrewd Manager"" about?",Christianity_1611,"Has any prominent theologian (eg Matthew Henry, NT Wright) explained this parable?","So he called him in and asked him, ‘What is this I hear about you?",119
"Prominent Theologians' answer to: What is ""The Parable of the Shrewd Manager"" about?",Christianity_1611,"So he called him in and asked him, ‘What is this I hear about you?","Give an account of your management, because you cannot be manager any longer.’      “The manager said to himself, ‘What shall I do now?",0
"Prominent Theologians' answer to: What is ""The Parable of the Shrewd Manager"" about?",Christianity_1611,"Give an account of your management, because you cannot be manager any longer.’      “The manager said to himself, ‘What shall I do now?","So if you have not been trustworthy in handling worldly wealth, who will trust you with true riches?",1071
"Prominent Theologians' answer to: What is ""The Parable of the Shrewd Manager"" about?",Christianity_1611,"So if you have not been trustworthy in handling worldly wealth, who will trust you with true riches?","And if you have not been trustworthy with someone else’s property, who will give you property of your own?",0
Bible comparison KJV vs NRSV-CE,Christianity_1612,What other prominent differences are there (in the remaining books) concerning the story?,"Thus in short, if you have read both, what were the differences (if any) that stood out?",0
Jesus and Mary / Joshua and Miriam,Christianity_1613,Is there a subtle distinction between the two ways of saying the name or is it just an easier way of referring to characters in the Bible?,Do other languages have similar distinctions in their translations or is this an English only thing?,0
What is the biblical argument for forgiveness ruling out punishment for grievous crimes?,Christianity_1614,"So, my question is: Is there any part of the Bible where it is said or from where it might be implied that this would be God's wish for how us mortals should treat criminals?","But also punishment suitable for the crime, why not?",225
"How do one know that the Bible is absolutely true and is not a ""make believe"" fiction?",Christianity_1616,How would one refute these claims?,So how do you determine that the Bible is in fact indeed true?,252
"According to Emanuel Swedenborg, why are there different types of angels?",Christianity_1617,"According to Emanuel Swedenborg, if God did not create angels as a separate race, and humans become angels after they die,   Why are there different types of angels?",What kind of person becomes the highest ranking angel?,0
"According to Emanuel Swedenborg, why are there different types of angels?",Christianity_1617,What kind of person becomes the highest ranking angel?,"Does God decide who should become a seraph, cherub, and so on?",0
"According to Emanuel Swedenborg, why are there different types of angels?",Christianity_1617,"Does God decide who should become a seraph, cherub, and so on?",How does God make the decision?,0
What is the Order of Special Full-Time Servants?,Christianity_1618,What is a religious order in the context of Witness theology?,Is it theologically  meaningful at all?,0
What is the Order of Special Full-Time Servants?,Christianity_1618,Is it theologically  meaningful at all?,To what purpose do people join this order?,0
What is the Order of Special Full-Time Servants?,Christianity_1618,To what purpose do people join this order?,When do they leave?,0
What is the Order of Special Full-Time Servants?,Christianity_1618,When do they leave?,How does the whole thing work?,16
Did Moses have an Egyptian Stepbrother?,Christianity_1620,"Another version with Dougray Scott doesn't make his stepbrother Pharaoh, but he seemingly grows up with him and is a friend??",Is there any evidence Moses had an Egyptian stepbrother in Egypt?,247
Did Moses have an Egyptian Stepbrother?,Christianity_1620,Is there any evidence Moses had an Egyptian stepbrother in Egypt?,Where did this movie tradition start?,0
"Does extreme use of capital punishment in ANE & Mosaic laws attest to a universal recognition of God's wrath, or God's tolerance of universal cruelty?",Christianity_1621,"The question I ask then is: 'Under an infallabillity of scripture belief, does this widespread and frequent use of capital punishment in ANE &amp; Mosaic laws attest to an innate recognition of God's wrath under the Old Testament economy, or God's tolerance of cruel societies that coincidentally happened to steer towards a more merciful paradigm after the New Covenant?",Related more general question: Mosaic Laws derived/related to ANE laws?,19
"If our body is the church, why should we go to a place called church?",Christianity_1622,"We read it in a number of places when Paul writes to the Corinthians,      1 Corinthians 6:19 (NKJV)   Or do you not know that your body is the temple of the Holy Spirit who is in you, whom you have from God, and you are not your own?","1 Corinthians 6:19 (NIV)   Do you not know that your bodies are temples of the Holy Spirit, who is in you, whom you have received from God?",151
"If our body is the church, why should we go to a place called church?",Christianity_1622,"1 Corinthians 6:19 (NIV)   Do you not know that your bodies are temples of the Holy Spirit, who is in you, whom you have received from God?","If our body is the Church, What is the place when we gather on the Sabbath day, as we call it too as Church?",332
"If our body is the church, why should we go to a place called church?",Christianity_1622,"If our body is the Church, What is the place when we gather on the Sabbath day, as we call it too as Church?",Is that just an assembly?,0
"If our body is the church, why should we go to a place called church?",Christianity_1622,Is that just an assembly?,Is that just enough to keep our body Holy and ignore the gathering?,0
"If our body is the church, why should we go to a place called church?",Christianity_1622,Is that just enough to keep our body Holy and ignore the gathering?,"If God lives in the Church, our Body, Is the congregation is needed?",0
Where did the belief that Saul fell from a horse come from?,Christianity_1623,"How old is the ""fall from a horse"" tradition (if it's less accurate than a century, tell why we don't know)?",Can it be traced to a single author or a group?,0
Where did the belief that Saul fell from a horse come from?,Christianity_1623,Can it be traced to a single author or a group?,"Is there any reason for it deeper than ""everyone travels on a horse, so Saul must have been on a horse at the moment""?",0
Why did Mary ask Jesus to make wine at the Wedding at Cana,Christianity_1624,Is there any indication or insight as to why she did so ?,Was the family very close to her/them ?,0
Why did Mary ask Jesus to make wine at the Wedding at Cana,Christianity_1624,Was the family very close to her/them ?,Or was it simply the time for Jesus to perform a public miracle and it came about in this manner?,0
How does Dietrich Bonhoeffer's theology relate to salvation by faith alone?,Christianity_1625,"How does this relate to the doctrine of salvation by grace alone, in Lutheranism?","There doesn't seem to be any tension between what Bonhoeffer calls ""cheap grace"" and Martin Luther's ""sola fide""?",0
Should I condemn a church that might be teaching wrong doctrine?,Christianity_1626,"But my question is, should I condemn them?",Or could it be another method that God uses to reach out to more believers?,0
"If Jesus' ministry was to the Jews, why did He go to Syria?",Christianity_1627,"But in Matthew 15:24 Jesus said,     “I was sent only to the lost sheep of the house of   Israel.”   If Jesus' ministry was to the Jews, why would he go into a Gentile nation?",How do any Protestant Bible scholars explain the mention of Syria in this verse?,193
"If Jesus' ministry was to the Jews, why did He go to Syria?",Christianity_1627,How do any Protestant Bible scholars explain the mention of Syria in this verse?,Perhaps Jesus knew some Jews were there?,0
Why is the Bible subject to a high level of interpretation?,Christianity_1629,"Is it because the Bible was written in another language, and we can't assume it has been translated properly?",Is it because the Bible states that it's not always to be taken literally?,0
Why is the Bible subject to a high level of interpretation?,Christianity_1629,Is it because the Bible states that it's not always to be taken literally?,Something else?,0
"What are the practical applications of ""two will become one flesh""?",Christianity_1630,What does this mean for a marriage?,What are the practical applications of this?,0
"What are the practical applications of ""two will become one flesh""?",Christianity_1630,What are the practical applications of this?,"Obviously, this is an analogy, but what is it trying to signify?",0
"What are the practical applications of ""two will become one flesh""?",Christianity_1630,"Obviously, this is an analogy, but what is it trying to signify?","Does sex play a role in this ""becoming one flesh""?",0
"What are the practical applications of ""two will become one flesh""?",Christianity_1630,"Does sex play a role in this ""becoming one flesh""?",a hint:  Does this mean that the needs of one will become the needs of the other?,0
"What are the practical applications of ""two will become one flesh""?",Christianity_1630,a hint:  Does this mean that the needs of one will become the needs of the other?,Or that the happiness or sadness of one will become the happiness and sadness of the other?,0
How were the footnotes in LDS scriptures created?,Christianity_1631,How were they made?,Who compiled these references?,362
How were the footnotes in LDS scriptures created?,Christianity_1631,Who compiled these references?,How was it done?,0
What is the process of removing an automatic excommunication?,Christianity_1632,"If a baptised Catholic committed sins which would have excommunicated him from the Church, what would be the method for getting back?",Would a priest forgive those sins if they were all Mortal?,64
Could Christ who carried our sins on the cross forgive those same sins?,Christianity_1634,"If Christ is the offering for the sins, isn't He forgiving Himself?",Or....  Is it that Christ is the Mediator as high priest to God for the sins under the NT (and God not Christ forgives those sins) but acted as equal to God under the Law but not the sacrafice for those sins?,0
What passages support that God once walked the earth as a man?,Christianity_1635,What bible verses did he use to show this?,Where does that teaching come from?,0
We will judge angels? But we are lower than the angels,Christianity_1636,   Know ye not that we shall judge angels?,how much more things that pertain to this life?,0
We will judge angels? But we are lower than the angels,Christianity_1636,how much more things that pertain to this life?,"1 Cor 6:3 (KJV)   This verse says that we will judge angels, but this verse      6 But one in a certain place testified, saying, What is man, that thou art mindful of him?",0
We will judge angels? But we are lower than the angels,Christianity_1636,"1 Cor 6:3 (KJV)   This verse says that we will judge angels, but this verse      6 But one in a certain place testified, saying, What is man, that thou art mindful of him?","or the son of man, that thou visitest him?",0
We will judge angels? But we are lower than the angels,Christianity_1636,"or the son of man, that thou visitest him?","Will we as humans, who are lower than the angels, in fact judge angels, who are higher than us?",199
We will judge angels? But we are lower than the angels,Christianity_1636,"Will we as humans, who are lower than the angels, in fact judge angels, who are higher than us?",The citizen doesn't judge the judge; does the human judge the angel?,0
We will judge angels? But we are lower than the angels,Christianity_1636,The citizen doesn't judge the judge; does the human judge the angel?,"And if so, when?",0
C.S. Lewis's petitionary prayer paradox,Christianity_1638,~ John XVI   How are we to reconcile these two seemingly diametrically opposed patterns of prayer?,"In closing his paper, Lewis asks (reasonably), ""How am I to pray this very night?",2374
C.S. Lewis's petitionary prayer paradox,Christianity_1638,"In closing his paper, Lewis asks (reasonably), ""How am I to pray this very night?","Do any Christian denominations or prominent Christian thinkers address the apparent paradox of petitioning God, who apparently promises to answer all prayers, while also yielding to His will?",70
"According to Emanuel Swedenborg, do infants go to heaven?",Christianity_1639,"According to Emanuel Swedenborg, or the New Church, do infants who die young go to heaven?","If not, do they go to hell?",0
Why was it necessary for Mary to be a virgin?,Christianity_1640,"(For discussion on that, see this question)  Is there a theological reason why Jesus's birth had to be a virgin birth?","Obviously God could have chosen a non-virgin to be the mother of Christ, so why did God choose a virgin?",0
Did the Council of Trent define rules for encasing Relics?,Christianity_1641,I was wondering if the Council of Trent laid out the rubrics for encasing 1st class relics?,Are there any specific rules regarding the type of enclosure that is needed for housing relics?,193
Did the Council of Trent define rules for encasing Relics?,Christianity_1641,Are there any specific rules regarding the type of enclosure that is needed for housing relics?,"If so, has that changed through the years?",0
Was there a sacrifice in the Old Testament for intentional sins?,Christianity_1642,Is this true?,"How does the New Testament handle intentional sins such as drunkenness, lust, bad habits, etc?",0
Was there a sacrifice in the Old Testament for intentional sins?,Christianity_1642,"How does the New Testament handle intentional sins such as drunkenness, lust, bad habits, etc?","And, how does the Old Testament deal with these sins as far as forgiveness goes?",0
"According to Emanuel Swedenborg, will a good person who rejects Jesus go to heaven?",Christianity_1643,"According to Emanuel Swedenborg, or the New Church, can a good person go to heaven if he or she rejects Jesus?","If all religions are inherently good, it would mean the a good person who believes only in Allah but refuse to believe or mock the idea that Jesus died on the cross for our sins, will still go to heaven?",0
"According to Emanuel Swedenborg, will a good person who rejects Jesus go to heaven?",Christianity_1643,"If all religions are inherently good, it would mean the a good person who believes only in Allah but refuse to believe or mock the idea that Jesus died on the cross for our sins, will still go to heaven?",How does the whole thing work?,0
Questions about soul,Christianity_1644, Is soul an energy?,Does it have an end?,0
Questions about soul,Christianity_1644,Does it have an end?,"If it do not have and end, is there beginning?",0
Questions about soul,Christianity_1644,"If it do not have and end, is there beginning?","If it had no beginning, Why aren't we not aware of where we were before birth?",0
Questions about soul,Christianity_1644,"If it had no beginning, Why aren't we not aware of where we were before birth?",Is conscience different from soul?,0
Questions about soul,Christianity_1644,Is conscience different from soul?,Will the soul of a person having memory loss remember everything he had done?,0
Questions about soul,Christianity_1644,Will the soul of a person having memory loss remember everything he had done?,"If his soul remembers it, why isn't the person remembering it?",0
Questions about soul,Christianity_1644,"If his soul remembers it, why isn't the person remembering it?",Doesn't that means our reasoning and memory are just within our brains?,0
Questions about soul,Christianity_1644,Doesn't that means our reasoning and memory are just within our brains?,"If soul has no memory of them, how will be a person recollecting things he had done at the judgement throne?",0
By what authority does the Catholic church have priests?,Christianity_1645,What does the Catholic church consider their priesthood?,Is it a power and authority to administer the church or is it a brotherhood of people who follow Christ?,0
By what authority does the Catholic church have priests?,Christianity_1645,Is it a power and authority to administer the church or is it a brotherhood of people who follow Christ?,Does the Catholic church have a similar tradition?,180
By what authority does the Catholic church have priests?,Christianity_1645,Does the Catholic church have a similar tradition?,"Basically, can anyone just set themselves up as a priest or is there someone that has to ordain them?",0
By what authority does the Catholic church have priests?,Christianity_1645,"Basically, can anyone just set themselves up as a priest or is there someone that has to ordain them?","And if that is so, who originally gave this authority to the Catholic Church to ordain priests?",0
Why did the reformers include the book of Hebrews in the canon?,Christianity_1646,Related: Why was Hebrews included in the canon?,"Here, I'd like to understand their reasons – that is:  Why did significant reformers (e.g., John Calvin, John Knox, Ulrich Zwingli) generally include Hebrews in the canon?",287
Why did the reformers include the book of Hebrews in the canon?,Christianity_1646,"Here, I'd like to understand their reasons – that is:  Why did significant reformers (e.g., John Calvin, John Knox, Ulrich Zwingli) generally include Hebrews in the canon?","Did they still believe that Paul wrote the book, and thus include it on the basis of apostolic authorship?",0
Why did the reformers include the book of Hebrews in the canon?,Christianity_1646,"Did they still believe that Paul wrote the book, and thus include it on the basis of apostolic authorship?","Or did they accept it based on other factors, like the testimony of the early church, perhaps because Pauline authorship had already begun to be doubted?",0
"Is Mary, ""Mother of God,"" the mother of the Son or of the whole Trinity?",Christianity_1647,Is that correct?,"This problem doesn't exist when Mary is only mother of Jesus, because then it could be merely a way of speaking to say that Mary was the one through whom the Word became flesh, which would be the Protestant view as described in Why do Protestants not refer to Mary by the title &quot;Mother of God&quot;?",150
