title,source,q1,q2,sep
My employment contract as a highly skilled migrant ends; what now?,Expat_568,Do I/can I get some kind of grace period to look for another employer?,"If I need to do something to legally extend my stay, what can I do (other than through a new employer)?",0
Visa response for Non-EEA family member of an EEA citizen,Expat_569,"I would like to know if that long wait is actually normal and if so, what is the maximum time wait that can be expected?",Stupid question but is there anything else I can do to speed up the process?,177
CA-HU dual citizen tax residency rules,Expat_570,Income taxes abroad – Hungary says     Living in Hungary?,"I might or might not spend more than 183 days next year in Hungary, I honestly have no idea of how things will go and I am wondering: how would they know?",652
CA-HU dual citizen tax residency rules,Expat_570,"I might or might not spend more than 183 days next year in Hungary, I honestly have no idea of how things will go and I am wondering: how would they know?","Also, how would my Canadian employer work ... Hungarian taxes?",66
"Canadian ""inland"" spousal sponsorship and conditions of stay with a study permit",Expat_571,"The question I have is, how to maintain her legal status in Canada if we submit a sponsorship application in the next couple of months and if she doesn't return to school in September?","Also, do any of my assumptions look incorrect, in your opinion?",1270
Supporting evidence i-130,Expat_572,Do you suggest that we include the 3 affidavit letters?,Do you suggest that I include anything else?,0
The US Healthcare Penalty and the UK National Health Service,Expat_573,Can the NHS be safely used as an exemption to the healthcare penalty?,"If so, what documentation would a person have to substantiate their exemption?",0
"Can my employer change the conditions of our verbal contract or cancel it even though we both agreed on starting day, salary and all conditions?",Expat_574,"What can I do to defend myself, what does that German labour law say about Verbal contract with email correspondence support?","Also, is there any discrimination laws applying to my case since there is no other basis that they can claim to change my level from managerial to supervisor other than the stated problem of my language skills?",125
J1 or H1B with no home country residency requirement?,Expat_576,How many maximum years I can be on J1?,"If I go for J1, does it again impose ""2-yr home country residency requirement""?",0
J1 or H1B with no home country residency requirement?,Expat_576,"If I go for J1, does it again impose ""2-yr home country residency requirement""?",Is there any way to know that before I start the job with J1 status?,0
J1 or H1B with no home country residency requirement?,Expat_576,Is there any way to know that before I start the job with J1 status?,"In tax purpose, which one is good (just to inform I am a tax resident)?",0
J1 or H1B with no home country residency requirement?,Expat_576,"In tax purpose, which one is good (just to inform I am a tax resident)?","Overall, which one you suggest me to go for?",0
Is it ok to leave USA after filing for citizenship (but before it is granted)?,Expat_577,"If I submit a US citizenship application, do I need to stay in USA until the application has been processed?",Or can I take care of the rest of the processing from abroad?,0
"Can a nomadic US citizen have ""bona-fide resident"" status?",Expat_578,Can I be considered instead to have “been a bona fide resident of a foreign country or countries”?,"Maybe another way to put it would be, if you are a ""bona-fide resident"" for N months, can the time before arriving or the time after leaving be also counted?",0
"Born in Ghana, West Africa to British parents - can my kids get British passports",Expat_579,Are my kids eligible for British passports?,"If so, what can I do?",0
Joining the IDF - Learning Hebrew required?,Expat_580,Am I required to learn Hebrew?,Are there no English speaking commanders there?,0
Canada Express entry - CRS - Skill Transferability - Education,Expat_581,Can someone please help check if a score of 0 normal?,What can I do to improve it?,0
Cancelling utilities in France,Expat_582,"How early or late should I go about disconnection of utilities (electricity, internet)?","Should I wait until the last week or should I start disconnecting by ""disengaging my contract"" with various utility companies online immediately?",0
British Spouse visa for South African citizen,Expat_583,I am British citizen resident in Zimbabwe  and am marrying a South African citizen and would like to know:   if we can get married in the UK?,what visa would my intended spouse need to get into the UK?,0
British Spouse visa for South African citizen,Expat_583,what visa would my intended spouse need to get into the UK?,would first getting married in the UK help in getting my spouse a spouses visa?,0
British Spouse visa for South African citizen,Expat_583,would first getting married in the UK help in getting my spouse a spouses visa?,Would I as the British citizen have to meet the financial requirements of being able to provide after my spouse?,54
Is I797 Original document mandatory to travel to US for H1B visa holders?,Expat_584,"When someone travels to the US on H1B visa, is it mandatory to bring the I797 approval notice?",Or is it okay to travel with just a photocopy of the I797 document?,0
QSW (Quebec Skilled Workers) program area of training points,Expat_585,Am I affected by the changes?,Are my attained previous points affected?,0
Netherlands resident - can I work in the UK?,Expat_586,Can I work in the UK?,And how would I go about sorting that out?,0
Paying taxes as a non-working student abroad from the US,Expat_587,"Where, and how would I go to do my taxes?",Would I even have to pay them in 2016?,0
What EU countries have the least income tax for a single freelancer?,Expat_588,"Regarding these, which countries should I consider?",what are the tax rates that I should expect there?,0
How will I be eligible for income tax in France?,Expat_589,So I am wondering when and how my tax year will start in France?,"In other words, should I pay French income tax for this year's period before I have settled in France?",0
How will I be eligible for income tax in France?,Expat_589,"In other words, should I pay French income tax for this year's period before I have settled in France?",What about afterwards?,0
What question should I ask myself before chosing between two internships abroad?,Expat_590,Maybe there will be new opportunities?,Can you help me ask the right questions?,0
Visa expired. Can I get citizenship in the UK?,Expat_591,Can I apply for citizenship?,What can he do?,560
Visa expired. Can I get citizenship in the UK?,Expat_591,What can he do?,Can he apply for a citizenship?,0
Visa expired. Can I get citizenship in the UK?,Expat_591,Can he apply for a citizenship?,Will he get it?,0
Visa expired. Can I get citizenship in the UK?,Expat_591,Will he get it?,"If not, will they send him back?",0
How many years does it take to convert an L1 visa into a Green Card?,Expat_592,"Assuming one is employed on a L-1B visa, how long would it take for them to receive a Green Card?",And how long before they are able to initiate the Green Card process?,0
Can I land in Dublin and drive up to start my worker visa in Northern Ireland?,Expat_593,"On our official move date, do I need to land in Northern Ireland (UK) or can I land in Dublin and drive up?","No border = No stamp/official start date, right?",129
Why do some US banks not allow US citizens living in Ireland to open/maintain accounts?,Expat_594,Why would Charles Schwab have this policy if I am still a US resident?,Do all banks have this policy?,0
What would be my options to work in the USA? Or should I give up on the American Dream?,Expat_595,"Question:  Taking these circumstances in consideration, what is the best way to get a job in the USA in software engineering?",Should I go back to the school and get a degree?,0
What would be my options to work in the USA? Or should I give up on the American Dream?,Expat_595,Should I go back to the school and get a degree?,"If so, is there a possibility to fast-forward the process, so it won't take the whole 4 years?",0
What would be my options to work in the USA? Or should I give up on the American Dream?,Expat_595,"If so, is there a possibility to fast-forward the process, so it won't take the whole 4 years?",Or is there a visa I don't know about?,0
10 days remaining on EEA Family Permit. Can I get back into the UK?,Expat_596,Can I do that?,What would your advice be?,234
What is the average time for getting an EB-3 Green Card?,Expat_597,"Assuming one is not a national of China, Mexico, India or Phillippines, what would be the average time for receiving an EB-3 Green Card?",Are there any official statistics on this matter?,263
I am on US F-1 visa OPT and I want to apply for Canada PR do I need to give IELTs again?,Expat_598,Do I need to give IELTS again for Canada PR?,And If I file for canada PR now how long it takes to complete process?,0
EEA Family Permit Application employment questions,Expat_599,Are the questions in this section really relevant for the EEA Family Permit?,Employment: What is your current working status?,0
EEA Family Permit Application employment questions,Expat_599,Employment: What is your current working status?,": Employed Full-Time * What is your total monthly income from all sources of employment or occupation, after tax?",0
EEA Family Permit Application employment questions,Expat_599,": Employed Full-Time * What is your total monthly income from all sources of employment or occupation, after tax?",N/A * Name of Company/Organisation/ Employer: N/A  * Job Description / Title / Rank : N/A  * Type of work undertaken: N/A  As I am employed do I still need to state my Company and Job Description?,0
EEA Family Permit Application employment questions,Expat_599,N/A * Name of Company/Organisation/ Employer: N/A  * Job Description / Title / Rank : N/A  * Type of work undertaken: N/A  As I am employed do I still need to state my Company and Job Description?,"I am fully employed and I will be sponsoring my trip down to join my wife, does this means I still have to feel the Sponsor's details:  Are you being sponsored by a person(s)?",67
EEA Family Permit Application employment questions,Expat_599,"I am fully employed and I will be sponsoring my trip down to join my wife, does this means I still have to feel the Sponsor's details:  Are you being sponsored by a person(s)?","Yes No (No, for the reason explained above)  To prove that I will be sponsoring my trip to the UK, I'm thinking of providing my payslips and bank statements despite answering N/A to the question in the Income &amp; Expenditure section  If I fill N/A to all financial employment questions about me(applicant) do I have to justify this in the Additional section, if so how could these be justified?",0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,I have a few questions:   Is the EEA Family Permit the correct way to go?,"If my son gets an Italian passport on time for the trip, does he need the EEA Family Permit?",0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,"If my son gets an Italian passport on time for the trip, does he need the EEA Family Permit?","Do we need two applications, one for me and one for my son, or can the application include both?",0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,"Do we need two applications, one for me and one for my son, or can the application include both?",Is this correct?,136
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,Is this correct?,"If my son must apply for the permit, must he come with me to Argentina?",0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,"If my son must apply for the permit, must he come with me to Argentina?",Must he be there for the application?,0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,Must he be there for the application?,Is our son's birth certificate proof enough of our relationship?,0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,Is our son's birth certificate proof enough of our relationship?,"If not, what additional documents should we provide to prove the partnership?",0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,"If not, what additional documents should we provide to prove the partnership?",What are the requirements for the documents presented (translation?,0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,What are the requirements for the documents presented (translation?,Any official validation?,0
How to correctly apply for an EEA Family Permit for me and my son?,Expat_600,Any official validation?,Are there any additional documents we must provide with the application?,11
How could I live in Malaysia and work in Singapore?,Expat_601,"What visa, if any, would I need to rent a condo and reside in Johor Bahru?",I also want to rent a car in Johor Bahru; is this possible?,34
EEA National Sponsor: EEA Family Permit Online Application,Expat_602,My doubts are in the EEA national section and sponsor's details:     Are you being sponsored by a person(s)?,Yes/No*   Do I have to fill in the details of the EEA national even when they won't sponsor my trip to the UK financially when the EEA Permit is granted or is there any other meaning to what they refer to has the sponsors details?,0
EEA National Sponsor: EEA Family Permit Online Application,Expat_602,Yes/No*   Do I have to fill in the details of the EEA national even when they won't sponsor my trip to the UK financially when the EEA Permit is granted or is there any other meaning to what they refer to has the sponsors details?,How much is spent each month in GBP(£) on living costs?,0
EEA National Sponsor: EEA Family Permit Online Application,Expat_602,How much is spent each month in GBP(£) on living costs?,"What is their total monthly income from all sources of employment or occupation, after tax?",0
EEA National Sponsor: EEA Family Permit Online Application,Expat_602,"What is their total monthly income from all sources of employment or occupation, after tax?",How much is spent each month in GBP(£) on living costs?,0
EEA National Sponsor: EEA Family Permit Online Application,Expat_602,How much is spent each month in GBP(£) on living costs?,How have you answered these questions when the EEA national is already in the UK?,119
EEA National Sponsor: EEA Family Permit Online Application,Expat_602,How have you answered these questions when the EEA national is already in the UK?,N/A or the correct amounts?,0
EEA National Sponsor: EEA Family Permit Online Application,Expat_602,N/A or the correct amounts?,"Could anyone help out, please?",0
"Living in Japan for 25 years, how can I change the address on my old paper license?",Expat_603,Is it easier to simply send the license in by snail mail and have it send to a family address in the UK?,What to do?,148
Is there a limit to the percentage of profits per year in a business for an H1B visa holder?,Expat_604,Can an H1B visa holder start a business and get profits?,How much can he get per year?,0
Is there a limit to the percentage of profits per year in a business for an H1B visa holder?,Expat_604,How much can he get per year?,Is there any limit to the profits he can get every year?,60
Belgium work visa stamping in the USA for an Indian H-1B holder?,Expat_605,"Can I get the work visa stamped for Belgium in the USA, without going back to India?",Are there any different options available?,0
EEA National registration certificate number,Expat_606,Has anyone had this problem and actually solved it?,Do I need to make this EEA registration number application?,0
France speeding tickets,Expat_607,Is there any way to check if there are any fines under my name?,Will they chase them?,0
US Citizen with French residency and with a French auto-entrepreneurship. How do I do taxes?,Expat_608,My question is: how do I go about doing my US taxes?,What do I declare and not declare?,0
Can I send an EEA national certified copy of passport instead of the original for an EEA Family Permit?,Expat_609,Is this correct?,"If this is correct, does anyone have any idea, what does a certified copy of her passport mean?",0
Can I send an EEA national certified copy of passport instead of the original for an EEA Family Permit?,Expat_609,"If this is correct, does anyone have any idea, what does a certified copy of her passport mean?",How and where do you usually get it?,0
Will applying for a Dutch residence permit invalidate my French residence permit immediately?,Expat_610,"My question is: if the Dutch authorities accept the application submitted by my future employer (I will be outside France by then), will my French residence permit be invalidated?",Will I be able to reenter the Schengen area?,0
How is Korean ability evaluated for the F-2 (resident) visa?,Expat_612,How is Korean proficiency assessed for the F-2 visa?,What is the S-TOPIK?,65
How is Korean ability evaluated for the F-2 (resident) visa?,Expat_612,What is the S-TOPIK?,"Is it the same as the ""traditional"" TOPIK test?",0
How is Korean ability evaluated for the F-2 (resident) visa?,Expat_612,"Is it the same as the ""traditional"" TOPIK test?","In that case, how is the score at the TOPIK test related to the points for the F-2 system?",0
South African Looking for Dutch Citizenship,Expat_613,I would like to know do I still qualify for citizenship?,"The online platforms I've seen seems to state that   ""Were you born before 1 January 1985?",0
South African Looking for Dutch Citizenship,Expat_613,"The online platforms I've seen seems to state that   ""Were you born before 1 January 1985?",How does this statement from the [website]website affect me in my process?,163
South African Looking for Dutch Citizenship,Expat_613,How does this statement from the [website]website affect me in my process?,Please help?,0
Does I-140 application submission/rejection affect future US non-immigrant visa applications?,Expat_614,"If my application gets rejected on the grounds that it's not strong enough to demonstrate ""outstanding achievement"" in my field, then will this rejection affect future US non-immigrant visa applications (I will have to leave the country in a few months in either case)?","This also brings up another question: Can CBP officers at port of entry and visa officers in consulates see your record of applying for I-140, which might affect their decision to grant entry or future visas?",511
Netherlands postdoc salary and health insurance,Expat_615,"Multiplying by 14 would put my annual income at 46242 euros, correct?","I believe I'd be eligible to receive the first 30% of my salary tax-free, leaving 70% of my salary subject to a 40.85% tax )of EUR 13,222):  [website]That means I'd end up with about 33,020 Euros after tax, correct?",38
Netherlands postdoc salary and health insurance,Expat_615,"I believe I'd be eligible to receive the first 30% of my salary tax-free, leaving 70% of my salary subject to a 40.85% tax )of EUR 13,222):  [website]That means I'd end up with about 33,020 Euros after tax, correct?",Does this sound normal?,188
Netherlands postdoc salary and health insurance,Expat_615,Does this sound normal?,Does her Dutch citizenship change how I would be taxed if she decided to get a job over there?,72
Can a non-Indian spouse claim rights/share in Indian financial establishments/properties on divorce?,Expat_616,"In case of divorce, can she claim her rights in the establishments which are in India?",Will a prenup made in USA between an Indian and non-Indian recognized in India?,79
Can a non-Indian spouse claim rights/share in Indian financial establishments/properties on divorce?,Expat_616,Will a prenup made in USA between an Indian and non-Indian recognized in India?,Can it be enforced it in India?,0
dual citizenship under The protective umbrage of the queen,Expat_617,Will my future wife be able to enjoy the perqs of a Canadian passport?,Do I have to wait until we are both residing there?,114
dual citizenship under The protective umbrage of the queen,Expat_617,Do I have to wait until we are both residing there?,AND; Will she have to relinquish her Brazilian citizenship?,0
EU countries with registered partnership option,Expat_618,In which European countries i can find a job and bring her with me as my registered partner with working permit without getting married ?,"I've heard Netherlands provides that, can you name any other countries please ?",0
F4 inquiry about children,Expat_619,So does this mean that will be accompanying me or will i have to apply for their immigration separately??,So does this mean he will be granted an f4 visa with me?,531
F4 inquiry about children,Expat_619,So does this mean he will be granted an f4 visa with me?,?,0
French housing agencies refuse to accept a foreign guarantor,Expat_620,First question: is this legal?,Questions:   Should she trust this site and service?,161
French housing agencies refuse to accept a foreign guarantor,Expat_620,Questions:   Should she trust this site and service?,"Is this step really necessary, or there's another way to get housing without a French guarantor?",0
French housing agencies refuse to accept a foreign guarantor,Expat_620,"Is this step really necessary, or there's another way to get housing without a French guarantor?","Another solution would be finding housing with some roommates that already have a contract with the agencies, in France, do landlords require a French guarantor even for a sub-location contract?",0
Australian citizen leaving Australia on Irish passport,Expat_621,Can I fly out of Australia for two weeks and return using my Irish passport?,"Or, do I have to get an Australian passport?",0
"marrying on an ESTA, can I stay?",Expat_622,Is this right?,Is it too risky?,0
Australian Skill Assessment (ACS) Statutory Declarations and Affidavits,Expat_623,"On page 14 of the ACS PDF guidelines, what does it mean by ""Sworn Before"", ""Signed Before"" or ""Witnessed Before""?",Does this mean that I have to have a lawyer present as a witness when my colleague signs the affidavit and the lawyer will stamp a seal?,0
Australian Skill Assessment (ACS) Statutory Declarations and Affidavits,Expat_623,Does this mean that I have to have a lawyer present as a witness when my colleague signs the affidavit and the lawyer will stamp a seal?,"Also, if I get an employment reference letter, do I also have to get the document witnessed by a lawyer as well?",0
Australian Skill Assessment (ACS) Statutory Declarations and Affidavits,Expat_623,"Also, if I get an employment reference letter, do I also have to get the document witnessed by a lawyer as well?",Or do I get the reference letter signed first then get it notarized by a lawyer after?,0
Australian Skill Assessment (ACS) Statutory Declarations and Affidavits,Expat_623,Or do I get the reference letter signed first then get it notarized by a lawyer after?,"I'm confused, can someone please help me clarify this process?",0
Can I apply for a student visa in Spain once I enter the Schengen as a visa-free traveler?,Expat_624,"In this case,   Can I apply for the visa once I enter the Schengen as a visa-free traveler?","If yes, can I apply from other countries such as France?",0
Can I apply for a student visa in Spain once I enter the Schengen as a visa-free traveler?,Expat_624,"If yes, can I apply from other countries such as France?","If I can apply only in Spain, how many days will it take and what happens if the visa issuing date surpasses the 90 days limit?",0
Which are good affordable localities to stay for someone working in Coolsingel Rotterdam?,Expat_625,How many adults and kids &lt;2 years are allowed in 1 bedroom house?,What's the minimum contract period while renting out?,175
Which are good affordable localities to stay for someone working in Coolsingel Rotterdam?,Expat_625,What's the minimum contract period while renting out?,Can I sign the contract for 6 months only?,0
Minimum residence area for family reunification,Expat_627,What is the minimum apartment area for a family (4 people) in Le Mans?,And is it necessary to have a separate bed room for the children (4 years and 1 year old)?,0
Applying for Parent Super visa before landing in Canada with a PR,Expat_628,Is it possible to apply for her super visa along with my application?,Or do I have to go to Canada and then apply?,0
Apply for new ICT visa and cancel Tier 2 General visa,Expat_630,Please let me know the following:    If I do not proceed with Tier 2 General visa is there any restriction for my to apply a fresh ICT visa?,What is the procedure to cancel my Tier 2 General visa?,0
Apply for new ICT visa and cancel Tier 2 General visa,Expat_630,What is the procedure to cancel my Tier 2 General visa?,Am I entitled to get any refund like NHS surcharge?,0
Contract Role or Tier 2 in United Kingdom - UK - Which is easier?,Expat_631,How hard it is to get?,Is it relatively easy to get  Blue Card?,0
Contract Role or Tier 2 in United Kingdom - UK - Which is easier?,Expat_631,Is it relatively easy to get  Blue Card?,Is that correct?,90
Contract Role or Tier 2 in United Kingdom - UK - Which is easier?,Expat_631,Is that correct?,Do I need lots of paperwork or establish an Umbrella company for that?,0
Contract Role or Tier 2 in United Kingdom - UK - Which is easier?,Expat_631,Do I need lots of paperwork or establish an Umbrella company for that?,Would you provide an official source of information for the contract roles?,0
Is there double taxation for USA/Aus dual citizenship if I am resident USA 20 years and only one week income in Sydney for a project there?,Expat_632,Do I roll that into my USA tax only?,Or do I have to pay Australian tax and not USA?,0
Is there double taxation for USA/Aus dual citizenship if I am resident USA 20 years and only one week income in Sydney for a project there?,Expat_632,Or do I have to pay Australian tax and not USA?,Or both?,0
How long can I stay outside USA after having a Green Card,Expat_633,I want to know how long can I stay in Pakistan so that my Green Card does not become invalid?,or I am denied to enter into USA?,0
How long can I stay outside USA after having a Green Card,Expat_633,or I am denied to enter into USA?,Is this thing in my favor?,359
"How do the legal systyems of Cuba, Costa Rica, Panama, and Ecuador compare to Mexico for retirees from the USA?",Expat_634,"Are Costa Rica, Panama, and Ecuador the same as Mexico in that way?",Another option could be Cuba - can anybody tell me what the [dis]advantages might be for a Spanish-speaking retiree to settle in Cuba?,0
UK visa for a baby which type is better? And how much required,Expat_635,Which kind of visa would have more chance of acceptance for our baby?,A Tier 4 dependent visa?,0
UK visa for a baby which type is better? And how much required,Expat_635,A Tier 4 dependent visa?,Would my husband still have the right to ask for dependents?,53
UK visa for a baby which type is better? And how much required,Expat_635,Would my husband still have the right to ask for dependents?,Or would it be better to apply for a visitor visa?,0
UK visa for a baby which type is better? And how much required,Expat_635,Or would it be better to apply for a visitor visa?,How much money should we show that we have for the baby's stay in case we apply for visitor visa for 6 months?,0
"US license, registration, etc. in Canada",Expat_636,"This car has been a good investment and I'm not looking to sell it, do I have other options?",Can I keep all of my documentation as US legally?,0
"How do I move family items, antiques, art?",Expat_637,"So,    is there a safer/better way to do this, but still cheap?",Do I have to declare these items?,0
"How do I move family items, antiques, art?",Expat_637,Do I have to declare these items?,How is Customs supposed to know if I'm moving my personal items and not smuggling antiques?,0
Getting a private health insurance in UK,Expat_638,We would like to have:   Direct access to a (specific) gynecologist for my wife Direct access to a (specific) pediatrician for my 1 month old baby   Is this possible through the nhs or do I always have to visit a GP and he decides whether we are referred?,Would a private insurance cover this?,0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,"I have done a little bit of searching and found this article, which by the sounds of it her application should not have been refused, this is taken from : here        EUN2.10 What if I suspect a marriage / civil partnership of convenience?","There is an appeal form in there but I think that route is too long and I believe re-applying might be a better solution, my questions are these:   Should I include the refusal letter of the first application indicating the mistake (if indeed it is a mistake) that the fact that we have two kids together has been overlooked?",600
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,"There is an appeal form in there but I think that route is too long and I believe re-applying might be a better solution, my questions are these:   Should I include the refusal letter of the first application indicating the mistake (if indeed it is a mistake) that the fact that we have two kids together has been overlooked?",Should I include family photos stretching back the last 17 years or so?,0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,Should I include family photos stretching back the last 17 years or so?,Will screenshots of the conversations help?,0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,Will screenshots of the conversations help?,Should I include a family certificate?,0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,Should I include a family certificate?,What else can I include to strengthen my case?,0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,What else can I include to strengthen my case?,Edit based on answers:  Do you know how i can make an informal complaint to the British consulate?,0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,Edit based on answers:  Do you know how i can make an informal complaint to the British consulate?,"I don't want to have any doubts on my mind of not submitting enough information this time round so maybe including more evidence might be a good thing just to show that i am providing things which they felt were ""missing"" also what are the chances that my next application will be assigned to the same ECO?",0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,"I don't want to have any doubts on my mind of not submitting enough information this time round so maybe including more evidence might be a good thing just to show that i am providing things which they felt were ""missing"" also what are the chances that my next application will be assigned to the same ECO?","I guess the above is correct, but no invitation was received by them?",959
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,"I guess the above is correct, but no invitation was received by them?",should i include Article 10 to my letter?,0
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,should i include Article 10 to my letter?,is there a reason as to why they do this?,444
UK EEA Family Permit Refused - Urgent HELP needed - Marriage of convenience,Expat_639,is there a reason as to why they do this?,Do you believe that it is necessary considering i'll be making a fresh application?,82
My Australian and New Zealand student visas were declined,Expat_640,What can I do now?,Can I reapply again in both countries?,0
UK Pensions for US citizens - is an IRS Form 8621 (PFIC) ever needed?,Expat_641,"Are all UK pensions automatically counted as qualified, and therefore excluded from the need to fill out the PFIC-related form 8621 as part of a tax return?","Or if it's only some UK pensions, how would my friend go about working out if their pensions count or not?",0
How are UK ISAs treated for UK-resident US-citizens on their US tax returns?,Expat_642,How would a US citizen who's a UK permanent resident treat an ISA on their US tax return?,"For example, do they get any of the tax benefits against their US return, or just the UK one?",0
How are UK ISAs treated for UK-resident US-citizens on their US tax returns?,Expat_642,"For example, do they get any of the tax benefits against their US return, or just the UK one?","And do stocks-and-shares ISAs get any friendly treatment, or do they run the risk of being classed a PFIC (Passive Foreign Investment Company) + risk needing a form 8621 filling out?",0
American marrying Italian in Italy- Document Translation and Apostille questions,Expat_643,"My main question is, what do I need to get an Apostille stamp on?",My birth certificate AND the translation?,0
American marrying Italian in Italy- Document Translation and Apostille questions,Expat_643,My birth certificate AND the translation?,"Does it need to be done by the state that my birth certificate originally came from, or the state that I currently live?",52
Driving in the EU on UK licence,Expat_644,"If I travel to another European or Scandinavian country on holidays, can I drive a car there on this license?",What if I live permanently in a European or Scandinavian country?,0
Can H1B share salary with his/her H4 dependent?,Expat_645,I want to know is this legally right to do such a thing?,"As H4 holders are not allowed to work, earn and show any salary; so can this thing be considered against the rules and can it impact mine or her visa status?",0
Can H1B share salary with his/her H4 dependent?,Expat_645,"As H4 holders are not allowed to work, earn and show any salary; so can this thing be considered against the rules and can it impact mine or her visa status?",Have anyone done such a thing and is it right to do?,108
"Emigrating to Netherlands from ZA, how to get proof of residence in ZA?",Expat_646,Where would I get such a form and what would it be called?,So what would the correct form be?,158
Use of Biometric Residence Permit for multiple visit to UK,Expat_647,Can I visit UK again on BRP I have?,If not do I have to follow any other process?,0
"Buying ""cold climate"" vegetables in Manila?",Expat_649,"At the point when Manila is having frosts, recreating a typical Scandinavian dish is probably the least of your worries, so growing locally is likely out...  Is it possible to buy cold climate vegetables in Manilla?",Is there perhaps a special market where you can go which specialises in importing vegetables like that?,0
Is it possible to find buckwheat in Germany?,Expat_650,Is buckwheat available in food shops in Germany?,"If so, in which ones?",0
Is it possible to become a policeman in Germany as a non-citizen?,Expat_651,Are non-citizens allowed to become police officers in Germany?,Are there any restrictions?,0
Is it possible to become a policeman in Germany as a non-citizen?,Expat_651,Are there any restrictions?,Are there any advantages for EU-citizens?,0
What Immigration status do I have in Canada when on International Internship Programme (VIE),Expat_652,Is it a simple work permit?,I am particularly worried if there is any impact on a possible future application to the IEC (International Experience in Canada): will I be allowed to participate to both programs?,0
What Immigration status do I have in Canada when on International Internship Programme (VIE),Expat_652,I am particularly worried if there is any impact on a possible future application to the IEC (International Experience in Canada): will I be allowed to participate to both programs?,I would like to know if it has any (positive or negative) impact on a future permanent residence application?,11
Where do I file my tax when participating to the International Internship Programme (VIE) if non-French,Expat_653,"French people have to file their tax in France, as afar as I understood, but what about non-French citizens?","Should they file in France, in the host country or citizenship country?",0
How can I get a copy of my Codice Fiscale card if I am an expat?,Expat_654,"Before I follow these instructions and loop indefinitely, has anyone succeeded in this endeavor?",How?,0
How to get a job in Australia before I go there?,Expat_655,Is it possible / likely that I could secure employment before I go?,What are the best ways that I could go about doing this?,0
How to get a job in Australia before I go there?,Expat_655,What are the best ways that I could go about doing this?,Should I just start applying for jobs on the Australian jobs websites?,0
How to get a job in Australia before I go there?,Expat_655,Should I just start applying for jobs on the Australian jobs websites?,Should I contact recruiters directly?,0
Will my past removal from UK affect my ability to join my family in USA?,Expat_656,"My father is a US citizen, he filed my green card petition under category F1 in 2011, it can normally take 4 years for my number to become current, I am 26 years old single man, my question is that will my past deportation affect my ability to join my family in USA?",Will it be a mark against me?,0
Will my past removal from UK affect my ability to join my family in USA?,Expat_656,Will it be a mark against me?,Will i be asked about that in interview?,0
Will an EU medical degree be recognised in another EU country?,Expat_657,"If I have a medical degree from a EU country, let say Bulgaria, can I work as a doctor in another EU country?",Which qualifications will be recognised?,0
What level of knowledge of the Polish language do I need to receive Polish citizenship?,Expat_658,Is this true?,Is that true?,131
Finding an apartment in US as an expat (big city)?,Expat_659,"How difficult is it to find an apartment in the USA as an expat, and how long does it take (how early should I look for it)?","In Germany, it's an immense issue, because the typical dismissal time is 3 months, and you usually look for apartments that will be available within 3 months :(  Is it possible in US to just call an agent 8 P.M. and find something available within a few days, say I like it and it's done?",0
Finding an apartment in US as an expat (big city)?,Expat_659,"In Germany, it's an immense issue, because the typical dismissal time is 3 months, and you usually look for apartments that will be available within 3 months :(  Is it possible in US to just call an agent 8 P.M. and find something available within a few days, say I like it and it's done?","Or I should expect it to be similarly difficult like in Germany (seeing apartments only in a specific time a day, looking 2-3 months forward, having permanent job, seeing landlord personally etc., potential prejudices against non US-citizens)?",0
Non-EU citizen moving to Germany to live with German girlfriend,Expat_660,Is it possible to apply for such visa within German Borders?,Would this kind of relationship be acceptable for requiring a visa or we would need to be married in order to require such thing?,0
Non-EU citizen moving to Germany to live with German girlfriend,Expat_660,Would this kind of relationship be acceptable for requiring a visa or we would need to be married in order to require such thing?,"How about work, am I eligible to obtain an work and living visa since my main goal is to stay with her and for that need to get a work in order to sustain our household?",0
Did not get National Insurance Number whilst living in the UK,Expat_661,"How can we track her ""family allowance"" record information?",and possible other information to support her stay in the UK?,0
