Index,title,body
359,How can I stop my cat from clawing at my door?,"My one-year-old cat is constantly clawing at my bedroom door. I have many scratching posts' around my home but she still seems to come right back to my bedroom door to claw/scratch my door. The paint on my door is horrible at this point. I've tryed adding clear tap to fix the peeling paint that is coming off, but that doesn't work because she will continue to claw that off as well.  Does she think my door is also a scratching post? Isn't there a difference of feeling?  "
360,Are eggs (raw or cooked) and bananas acceptable as treats/emergency meals for dogs?,"When I run out of dog food my go-to is raw eggs/bananas because they're always in the house. Those are also my Pug's favorite food/treats. If I train her to do something new, or she's showing good discipline, I'll reward her with either. She has raw eggs every couple months and bananas as treats a couple times a month max. Is this hurting her? "
361,My adult cat kneads and sucks on my blanket like a kitten. Why?,"I have seen this behavior in kittens before who are nursing with the mother. They push and pull on the mother's fur with their paws to get the milk. My cat, however, is a adult and has no mother. She does this while purring loudly and it seems to make her happy. Is this is memory that she is re-enacting? Is it a self-soothing behavior? I know little about her before I found her and her siblings abandoned, seven years ago. She was very hungry back then. "
362,Do old dogs run away to die?,"I asked this question on  but haven't received an answer, so I thought I would try here also.  My dog passed away a few days ago. He ran away from home early in the morning, and by the time we found him it was late afternoon and he was very weak, on the brink of death. Soon after we brought him home, he drifted off and stopped breathing.  I was feeling very horrible thinking about what might have happened to him in the hours before we found him, and that he might still be alive if we had somehow stopped him from running away. But a few people comforted me, saying that a lot of old dogs run away from home when its time to die. Perhaps they like to die alone?   I'm wondering if there's any truth to this?  Notability: [website]"
363,Rabbit's nose lost from unknown cause,"Injured Rabbit (Not for the squeamish!  Mouse over shows image.         Hello, I live in a village, and I found this rabbit outside my door this morning, it does not seem to have much power, I can hold it with minimum resistance. It suffers severe nose lost, the bones are visible. I was told by one of my one villagers that it is old and sick with psoriasis and it is common practice to release these animals to become prey of wild animals of the area. I tried to feed it, it does not show interest, gave it water with siringue, it took some.   What disease does the animal seem to have?  How should it be given first aid?  There is no doctor available.  Thank you very much,  El "
364,Removing Chemicals from plastic aquarium,"I have a 1.5 gallon acrylic aquarium which I recently made the mistake of cleaning with a blue scotchbrite sponge (dumb idea, I know, but I didn't realize that the sponges contained harmful chemicals at the time). Now I'm trying to undo what I did and remove all traces of harmful chemicals from the tank. I was told on another forum that acrylic tanks were more likely to retain chemicals because they're more porous than glass. What should I do? Would soaking the tank in vinegar help? If so, how should I do that (what concentration and for how long)? Any other suggestions? I've already rinsed my tank pretty thoroughly and am currently soaking it in water and Bettasafe, which is supposed to remove heavy metals. I have no fish in the tank at the moment. Thanks for any help!  "
365,Keeping tools clean with clumping cat litter,"We use clumping cat litter for our cat toilets. The problem is that that stuff clumps so well that it will also stick to the scoop and the edges of the litter tray, and is really hard to remove. Is there anything I can do to prevent that? Not sure if this is a terrible idea, but I was wondering if I could spray them with a little cooking oil, but I'm afraid that would diminish the quality of the cat litter and/or irritate the cats? "
366,Springer spaniel short term lameness after high intensity workout,"I have a 8 month old working line  springer spaniel bitch.  Recently I have noticed that while playing fetch she seems to suddenly become totally lame in the same back leg for about 2 or 3 minutes, then appears to walk it off and be fine again.   I originally thought just a pulled muscle or cramp from sprinting after the ball and turning quickly to jump/fall and grab it. However it keeps happening to the same leg which makes me think maybe it's something more?  Has anyone had any experience of this or advice?  Obviously you hear horror stories of early arthritis or hip dysplasia (her parents have good hd scores though) but I'm thinking maybe something like panosteitis given her age? I also think she might be about to get her first season, not sure if that's got any relevance but including in case.  Thanks  "
367,How can i prevent my cat from missing my roommate?,I live along with a roommate and two of us have a cat though the cat is particularlly attached to my roommate. My roommate sometimes goes on trips and the cat goes on top of my roommates bed and starts meowing his lungs out. I want to help my cat feel better so how can i do that? If i can't help him then how can i prevent him from meowing at 2 am? 
368,Boyfriend's dog peed on me,"So my boyfriend has an almost ten-year-old pom/Yorkie dog. Before moving in with him he did tell me that she didn’t really like females but she seemed to like me.   Well, when he lived with another girl the dog was potty trained and has been her whole life. He told me he never really had to train her. She just used to let him know when she needed to go out and she's using a pee pad if no one was there to let her out.  When he started living alone and going to work he’d leave the dog with his mom and then according to him he doesn’t know when she started peeing in the house. She just kind of started and (in his words) “I guess she just thought it was the new normal to soil the house” because no one stopped her or got onto her.   We are about to move into an apartment with carpets and I told him I want her potty trained before we move in. He says he can’t potty train her because he’s at work but he refuses to let me get on to her when she soils the house he wants me to just leave her alone and let her do her thing.   Me and her have never had a problem and I give her pets and love all the time. She just kind of ignores that I exist like if I call her she just ignores me and even when I pet her I feel like she’s just ignoring that I’m there she won’t even play with me.   I decided I was going to potty train her anyways. I started getting onto her this week when she would soil the house and I try to get her to go outside.   Well this morning I wake up about 3 am because I feel wetness under my side I get up and she peed on the bed all the way down from my waist to my feet. The mark she made clearly showed the puddle where she started and then the line going down the blanket (where I was laying) where she was walking while she peed and the small puddle at my feet where the pee line ended.  I was so ticked I woke him up and told him the dog peed on me and he insists that she didn't do it on purpose and that she just must have really needed to pee (yeah I’m not buying that). And then he stated that there’s no way she did it on purpose because she never did anything to the other girl and she hated her.   On top of this, she won’t do her business outside unless my boyfriend is here. If I take her out she tries to leave the property instead of doing her business. When I asked him why she tries to leave he said that she’s trying to go find him and that she will do that if she is taken outside while he’s not there.    But I noticed she is very sneaky about soiling the house. For example, there have been a few times where the dog will be laying in the same room as me and I will change the babies diaper and I notice she will leave the room. I try to be quick with the baby but by the time I’m done the dog has already come back to the room and sure enough, she’s left a mess in the house. Or when I go to use the bathroom or get something to eat I will come back to a mess.   So I guess my question is did the dog pee on me out of anger or was it an honest old dog accident or other things that could be wrong with it? And if it was anger how do I make it stop before it’s another problem? And how can I potty train this dog or is her refusal to go outside just her age? "
369,"My 2 cats never faught each other. When we moved, fighting was common. How could I resolve this?","Could I condition them?  I'm gone for 10 hours a day.  There are toys laying around. I play with them once I'm home &amp; through the rest of the day.  Could I effecively condition them to not fight, in a way that doesn't require me and my girlfriend (who is also gone for the same 10 hour timeframe) to be home for it to work?    Details   One is male (Fearless) One is female (Fatty) Same age (same litter) Both fixed   They lived with 4 other cats. Once we moved, they were the only cats in the house.  Fatty &amp; Fearless now altercate. The reason seemed clear:     Fatty &amp; Fearless dominated the other 4 cats. Now, with the lack of competition, they're trying to claim dominance over each other.   If your think the aggression is caused by something else, please mention in your answer  They can be near each other without fighting, however it's common for them to be chasing each other.  Small scratches have been seen on both cats, including on the nose. Fearless seems to be the one chasing.  However, Fatty seems to be winning the fights, as Fearless tends to have more visible scratches, especially on his nose. "
370,Saving fish from ick/ich,"I have ciclids and guppies and African frogs in a 30gal tank. I'm new to this and didn't realize I was supposed to quarantine new fish before introducing them. I introduced a ciclid with ich without knowing it. Now my other ciclids have ich.  I've read that a combination of ick medicine and heat (84F) can solve ich.   1) Can these fish and frogs survive 84F? In general, which common fish can't survive 84F? I assume I just heat it up slowly.  2) Should I treat the 30gal tank, or transfer the fish to a smaller tank (filled with water from the larger tank) and treat them there?  3) In future during quarantine before introducing a new fish, do I just monitor it? Or can I put a small chemical cocktail (like some ich medicine) in the water for a few days to kill any bugs? If the latter, what chemicals/medicines do you recommend?  Thanks! "
371,Cat eating sweet things,"I've read several times now that cat's can't taste 'sweet' because they don't have the appropriate taste buds.  However, one of ours seems to love sweet things - whenever we have cakes, biscuits etc she will be rubbing up against us or sniffing round hoping to find some crumbs she can eat. We're always careful to keep anything with Chocolate or raisins away from her as we know they're bad, but is there any problem with a few crumbs?  If it's not the sugar, is there something else in cakes and biscuits/cookies that she's attracted to? "
372,How much land required to not poop scoop for avg sized dog,"I am hoping to eventually buy some land (at least 4 acres) outside the city, and I plan on adopting a bunch of ""undesirable"" (seniors, ""bad"" breeds, ugly, unfriendly, etc) dogs. They would be indoor pets, but I would have a doggy door for them to come and go as they please when I am not at home.  Obviously I would likely poop scoop close to the house, but I don't want to have to worry about most of the property.  What is the minimum amount of land I would need for 1 average sized dog, to not have to poop scoop? Is half an acre (roughly 1/3 of an NFL field) per dog enough?  A few sub-questions:   How would your answer change if the land was forested vs if it was dirt or grass? What about climate? I live in northern Virginia; we have ""normal"" seasons. Would their diet change the equation?   Note: Ignore any laws you might know of regarding poop scooping, or any environmental impact from poop. You can assume I will follow all local laws, yadda yadda yadda... "
373,Cat euthanasia. Kidneys shut down,"My beautiful cat Kisses was with me for 10 years. She was probably 12ish. I found her outside when she was a young adult.   On Monday she was diagnosed with renal disease. She had thrown up 20 times the night before I took her to the vet. They ran lab tests and gave IV fluid for 3 days. Her creatnine levels and bun both went down and she started to eat very small amounts but it was at least something. I gave subcutaneous fluids at home for 2 days along with a plethora of medications.   Yesterday, not even a week after diagnosis, she didn't eat or drink at all. She hid under the bed and didn't move much. I was going to take her to the vet once they opened. I kept checking on her and she seemed okay, still hiding under the bed, but not in distress. Then 30 minutes before I went to take her to the vet I went to check on her again. She had moved to a dark corner in the closet. She was breathing fast. 70-120x a minute. She barely had any strength but would stand if I made her and take a few steps and lay down.   I rushed her to the vet before they even opened. Her body temp was 97.1. The vet (of 36 years) recommended euthanasia. She thinks maybe her heart was failing. I told her I'd do anything to save her. She said I could take her to a 24 hr emergency vet and have mute testing but she thought anything I would do was futile. I made the roughest decision in my life to let her go peacefully.   Has anyone ever had this experience with a cat going so fast? I mean she was healthy and then diagnosed with Chronic Kidney Disease and then less than a week she was in real bad shape. Did I make the right decision? I feel terrible guilt. She is my soulmate. "
374,Why did my gecko die?,"So, about a month ago my gecko of three years died i'm still devasted to this day..It was a heart breaking moment...she was not eating at all nor drinking my dad said she was laying her infertile eggs so I relaxed a bit (my dad talked to a vet) and her stomach started to swell a lot she had dead skin stuck to her hands which made her put her arms a weird way when she slept. She also started to not move at all, all she ever did was sleep and it started concerning me. She had lip and eye infections. Her name was Plinxton. We were going to take her to the vet but sadly the night before we were going to...she passed away I know y'all are going to say ""how do you know she was dead?"" well, for starters she wasn't breathing anymore. She was even limper than what she was. She had no heart beat. Lastly she was pale. She was in so much pain she couldn't lift her lower part of her body. I miss her soo much. Does anyone of you know what my gecko had? please and thank you for reading this.. "
375,Why is my cat hissing and growling at his sister after just 30 minutes of separation,"I took my cat to the vet for 30 minutes. When I got her back home, her brother started to hiss on her and he looks aggressive. she tried to touch his nose but he still doesn't like it.    Should I leave them alone? Can they resolve the problem?  What is causing that problem? do you have an idea? Is it maybe the perfume of the vet? or he doesn't recognise that smell?  "
376,Would a small amount of bottled water mixed in with an aquarium harm the fish?,"This is kind of urgent - I'm watching someone's dogs currently because that is what I am experienced in but they also have an aquarium. I have little to know experience with fish and I did warn the owners. I don't have 100% of the information, a lot of it is guesswork but I really need help.   In order to feed the fish, I dissolve krill in ice into a cup of water and distribute it. I feel so dumb, but for the first 4 or so meals, I used about 3 cups of Crystal Springs water from a water cooler to feed them. I'd say this tank is a little smaller than 125 gallons and I'm fairly sure it's saltwater because of the breeds of fish. Since then, I've fed them about 4 or 5 times just using the tank water (I feel bad for not realizing that at first, I know virtually nothing about caring for fish).  The owners come back in about 5 days, is there anything I can do to fix this? How harmful will this be to the fish? I've already noticed the gravel is dirtier than before. I also haven't been able to contact the owners because they have no cell connection where they have traveled to. Any advice would be greatly appreciated "
377,Taking care of a dog in Germany,"In early November I'll be moving from Brazil to Stuttgart (Germany) because I've found a job there. All the documentation has already been taken care of and the dog will be allowed to enter the EU in November 2. Also, I'm already aware that it will be kinda hard to find an apartment to rent with a dog, even a small and quiet one as my 1 year old 5.5kg Shih Tzu.  I've been told that Germans tend to be very annoyoed by the smallest amount of barks, and I fully understand that. But I've been told that Germans find it ""almost criminal"" to leave a dog 8 hours a day alone at home. As I'll be working from 9 to 5, that's what will be happening. Is this going to be an issue, considering that the dog is well used to this, because it already happens here in Brazil? I mean, do neighbors really care about how much time my dog spents alone at home as long as he doesn't bark? "
378,Is my horse too cold?,This is my first horse and he is an Appendix (thoroughbred/quarter horse cross). He has a long slim athletic build much like a thoroughbred. I came out to feed him this morning and he was shivering horribly. I stalled him for the morning to dry off by I have questions. I've decided to put him on grain to add some weight to him since his skinny build doesn't seem to provide much warmth. I bought him a blanket but when is it appropriate to take it off/keep it on? Should I stall him at night and turn him out for the day as the temp drops? And what grain do you suggest? 
379,Is this cat safe of inbreeding?,"I would like to buy a cat (my first one) and I checked her for inbreeding and here are it's parents - [website]My question is, is it safe? Because with 4 generations there is 0% and with 5th generation 2.34% and then continue to raise.  Thanks for replies, David "
380,My cat is hiding and won't move,"My cat, Max, has been hiding under my grandma's steps since the 27th of september. We had to drop off all of my cats at my grandmas temporarily so we can move into another house. We didn't want them there when we were bringing in our items in case they walked out the door when we weren't watching.   They have never gone to my grandmas house before. Two of my cats were fine, one was very cautious and alert while Max was just petrified. Max has moved before, it shouldn't be new to him. He didn't move out of his carrier, so we had to pick it up and literally dump him out. This wasn't easy because of his size.   We had to leave, so we left the cats in the basement thinking they would come upstairs eventually. We first put them in the basement so we could show them the litter boxes.   The next time we came, which was yesterday, we were ready to take them to the new house. We got three of my cats in their carriers easily, while Max didn't budge from under the stairs. He wedged himself under the very last step. We thought he was stuck, but he wasn't. Eventually, we pushed him out and blocked the bottom steps with shoe boxes so he couldn't get trapped there and we could grab him.   He moved to the side of the steps wedged between the wall and the steps. He sat up so his head was actually between wall and stair.   We gave up after about an hour of trying to get him out and put him in his carrier.   He hasn't been coming out to eat or drink. We are even giving him wet food in his bowl to try to get him out. The only time he MIGHT be coming out is to go to the bathroom because there is no pee or anything by his hiding spot.   Today we found him a little ways away from the stairs under some headboards and other junk. How can we get him to warm up to us again so we can take him to a new home? I know moving can be stressful for a cat, but is this normal? The fact that he isn't eating really worries me.   Max is a male orange tabby and weighs around 20 pounds. We have never seen him like this. He acts like the head of the house usually, we didn't expect him to hide like this.   Ever since we found him by the stairs we've been trying to push him out. I stupidly tried to pull him with my hands and he bit me. Not a warning bite, but a real bite. He is just an animal, and it worries me that he thinks we would put him in danger.   Help? "
381,My 16 year old red eared slider hasn't laid eggs in years,"Shes been acting crazy, trying to get out of her tank and being a picky eater. I just started reading about her symptoms and discovered that she could be eggbound. Until now, I had no idea that this was even a possibility.  When I first got her Google wasn't a thing, I just bought books about red eared sliders and felt pretty confident and competent. Shes never even seen a vet before, shes always had a healthy appetite, sleep patterns. Never felt the need to take her. Have I been neglecting her for 16 YEARS?! When I got her, I literally took her off of a tweakers porch. They had her in a cut off gallon jug outside in December. She was about the size of a 50 cent piece and now she's 11 inches long.  She has laid eggs in the past, in her tank, and she has always eaten them. Please help! I feel so bad, do turtles have changes in hormones like menopause? I just assumed she outgrew it and now I'm freaking out! Is she egg bound? She hasn't laid eggs in years. Do turtles become infertile with age like women do? "
382,Shivering dog: Anxiety Vest or some other method?,"TL;DR: Are anxiety vests effective for dogs?  What else can I do to make my dogs anxiety go away?    I have a nearly 12 year old male Boston Terrier.  The dog is my girlfriend's.  Shes had him for almost 8 years.  According to her, his previous owner had to leave him at an adoption center for personal reasons (twice!), before giving him to my girlfriend.  I believe that because of this, and since she has owned him for 8 years now, he has grown very attached to her.    Whenever she goes to work and I am home with the dog, he shivers constantly.  He will not play with toys, he usually refuses to eat and drink water (sometimes he will), and just looks unhappy.  I'm fairly confident that he is experiencing some form of separation anxiety.  As soon as my girlfriend comes home, he races to see her and will either grab a toy to play with or scarf down his food and water that have been in his bowl all day.    The only methods I've found to control his shivering are laying on the couch with him, or putting him in his cage where he usually falls asleep.  I don't like having to put him away in his cage since I am home (we only like to use the cage when we aren't home or are sleeping), and I don't want to sit on the couch all day.  I was wondering, how effective are those anxiety vest that they make for dogs?  Are they a gimmick or do they really work?  I find it hard to believe that wearing a piece of clothing can sooth a dogs anxiety.    I should also note, he has the same behavior during a thunderstorm, or around the 4th of July with all the fireworks.  Would the vest be effective for this as well?  "
383,Should I move my sick fish to a clean tank for treatment?,"My fish (all three) have ick, they currently live in a 33g tank. The fish are two platys and 1 catfish (he's small). I have a spare 10g tank that only has gravel and water in it.  It would be easier to medicate in that tank and keep it clean (I don't have to change as much water volume wise, etc). So I was wondering if it's wise to move them? Or would the stress do them more harm than good? I also cannot use full doses in the current tank because there are snails and I don't want to kill them accidentally. "
384,New cats: Female intimidating/bullying her brother,"My Wife and I recently (two and a half weeks ago) adopted two cats, a brother and sister around 7 years old, from our local shelter. On the first day, the brother was more confident, but then became very timid, and he keeps hiding behind the sofa and under tables. His sister, on the other hand, has been much more outgoing.   At first we thought this was just him being scared of the new environment, but recently we've noticed that she seems to be intimidating him - she'll come and push in if we are giving him attention, and she eats from his food bowl while he just sits and watches. In the last couple of days she's also tried to claim his favourite sleeping position (the back of the sofa), which would give her control of almost all the high-up places - she already has a cat-tree and the lounge window-sill.   What can we do to dissuade this behaviour? We're particularly worried about him eating properly, if she keeps stopping him, and we want him to be able to be more confident around the house and around us, e.g. being comfortable to sit on our laps without her interfering. - ideally we'd like them comfortable enough with each other being close enough that we can have one on each of our laps!  They are not yet allowed outside (it's only been just over two weeks), though we have, in the last few days, given them access to more of the house (hall/landing/stairs as well as the lounge and kitchen), and he's taken to sitting at the top of the stairs (claiming a new high-place?)  They currently have two litter-boxes, which, as far as we can tell, both appear to use. They have separate food bowls, but currently they are in the same corner of the kitchen. We have a three-level cat tree, and a separate scratching post (which he tends to use). We feed them wet food in the evening and dry in the morning, and he tends to eat more of the dry - she'll wolf down her portion of the wet food while he looks on from a few feet away, then move over and eat his... "
385,stray cats under the deck,"so we recently found out that we have a problem, we have a little group of cats in our neighberhood and they have settled themselves in under our deck. Theire are three cats and they wont leave from under our deck and my cats dont like going outside anymore,  ( we used to leave the food outside for my two cats because they used to wander all day but know we keep it inside because of the  strays, but even k now they wont leave  they are fed by the neighbors down the street so I know they arent starving  Does anyone know how to get rid of them so my cats would outside again?? "
386,socializing a puppy without all of the vaccinations,"I have a 10 week old puppy, but since she is too young she doesnt have all her shots should I wait till shes 16 weeks to introduce her to new puppies or should i just introduce her to adult dogs with all theire shots?? "
387,Unusual Aggression with Other Dogs,"I have an 8 month old cattle dog who recently has shown aggression towards other dogs at different times. He goes to daycare with groups of dogs, every Friday from 7am to 7pm and does great! He meets new and different dogs every time and never a problem or sign of aggression. However, when I take him on a hike or to the pond and he sees another dog, he gets very aggressive. It used to just be a quick growl and stare, then it escalated to sniffing the other dog and snapping towards its face. We went to Tractor Supply on Sunday and lab walked down another aisle (not near us, but within sight) and as soon as Axle saw him, he showed his teeth, growled and lunged towards the dog. Not in a playful manner. Is he resource guarding me? How can I teach him that other dogs are ok outside of his daycare setting? "
388,My dog is too quiet,"Actually it is my boyfriend's dog.  The first time I saw her, she was very exited and jumped into my body.  A year later when she came to my place, she was at first very exited too, I could see by her tail curving up.  But moments after she become very quiet, never barked, and did not respond when we called her.  Note that my boyfriend comes home less often since he got his new job, because he stays over at my place.  His dog stay at home with his brother and he rarely play with her.  Is that the reason my dog seems to be depressed?  One day I tried to pinch her ear, and she did not even responded when I hurt her.  Normally a dog will cry out when you accidentally hurt it.  What is happening to her?  Also, she becomes over exited and can't control her behavior when I walk her, often chasing strangers and other dogs. "
389,How to fix kitten's messy toileting,My 10 week old kitten Fluffy has problems going to the toilet. She is very messy and hard to clean up after. Is this normal? How can I minimise the mess? Should I get a self cleaning litter tray? 
390,Is there a breed of owl that makes a good pet,"Very much as the question says, is there a breed of owl that does well in a household environment?  The barn owl trust says that barn owls don't make good pets, but is there a breed that does, and what sort of environment should they be provided with? "
391,Can I get a dog - and which breed; from where?,"I want a dog. Very much. But:  Background:   I am going to finish my university studies next year and then start a well enough paying job to maintain a pet. I will probably have to work more than 8 hrs a day.  My girlfriend studies medicine and will have even worse hrs. at random times. (Nightshift, etc.) We want kids eventually. My mother is alergic to animal hair (or whatever, thats what she says, anyways, shes alergic to sth. but I heard there are dogs that don't trigger allergies) (She doesn't live with us, but I'd like to take the dog with me when visiting, maybe they can take care of the dog on holidays, etc.) It should be a dog bigger than a Football but smaller than a Pony.    My question is, with this background, is getting a dog in the next years realistic? And what breeds (or mutts) should we prefer?  I guess a puppy is not the best idea, a well trained dog would imho be a better fit. But what should I keep in mind, where can I get such a dog complying with my rather high ethical standards on this matter (you know, let's just assume animal activist standards or slightly below).  I'll edit in answers to questions in the comments if need be. Thx!    Thanks for the helpful answers and comments so far. Would getting two dgs really be a solution to leaving the dog(s) at home? And how much time at home alone is ""too much"" time? "
392,Do cats commit incest?,"Do cats commit incest? If so, at what age would this behavior begin, and when should male and female kittens be separated from one another so as to avoid incest? "
393,How to teach a cat to go outside without being loud?,"Ok what I mean by this is, I have a bengal cat that we used to take outside once in a while on a leash in our backyard. But he got so bad that he was yowling all the time, mostly at night when everyone went to bed. We stopped taking him outside and he stopped meowing so much, he's been sooo good lately and i dont really want to risk that. But, if i was to try and do this again on like a schedule, once a day or something, how would I teach him not to demand to go out all the time afterwards? Would he learn eventually that he gets to go out once a day and stop demanding? He has self-learned that when i grab his water bowl he's going to get fresh water and he'll sit there waiting patiently... would it work like that?... "
394,How do I take care of a day old abandoned Cockatiel?,"My Cockatiel laid four eggs and one of them hatched. Its been more than 12 hours but she never tried to feed the day old chick and simply warms the baby and sits on three of her other eggs. Has she abandoned it clearly? If so, how do I take care of it? "
395,Should I make eye contact with my relative's aggressive dog?,"I am visiting family for the holidays. One of the relatives has brought a dog that lays on the couch and barks whenever I come within, say, 10 feet of it. (For example, let's say I'm looking for the remote control or just wish to sit on the couch.) The dog behaves aggressively and barks loudly as if it were defending its territory (the couch).  My question is, how should I behave towards this dog? Specifically, should I make eye contact or avoid it? Should I let the dog have its space and stay away? Should I retreat when the dog barks at me or stand my ground? "
396,My Bunny had babies what do i do?,"So I recently got a free bunny from someone that found it out in the street. When we recieved it my dad thought it was really big and could possibly be pregnant .We let it roam around the house freely and has a spot where she does 1&amp;2, we noticed   it would constantly go into my parents room in the closet where there is a bunch of cloths and had noticed some spots with missing fur and didn't know why until this morning. It made like a nest with some towels and a bunch of fur, I saw something moving and they were babies:) I'm  not really sure what to do , should I leave them there where it's warm in the closet and let the bunny do her thing? Or put them in a box with towels and feed them? I'm guessing their about 7days old because they have fur , but haven't opened their eyes yet. Any info would be appreciated :) "
397,My dog eats everything that isn't food,"I've read other posts here on the topic of unwanted chewing behavior.   How can I stop my dog from chewing on everything. How can I train my dog to stop eating everything? my dogs eats sandals and plastics   None of the above offer a solution to my dog's behavior.  I've talked with different vets and spent hours googling the subject. All the advise I receive doesn't seem to address the extreme nature of my problem. It's not something a few days of dog training can stop.  My dog is now 6 months old and his endless chewing, eating and swallowing of anything he finds will not stop. It is not a random behavior, but is a constant never stopping moving from one spot to another looking for something to chew.  He requires by the second monitoring when he's let out of his room. Can not be left alone anywhere in the house. Can not be allowed to walk around freely and can not be trusted.  He is also a nipper, biter and grabber of hands, legs and feet. He especially bites my two daughters constantly. He does not have to be in a hyper state to bite. He will calmly walk up to anyone and just grab you. The biting is worse if he is excited.  But it really is the constant eating of non-food items that is driving me nuts. If he can not find something on the floor he will climb, jump, claw open or rip apart anything until he finds something.  We've spent a lot of money on leashes, dog gates, crates, dog toys, dog treats and gave him unlimited dog food (which resulted in lots more dog poop without a change in behavior). We can close the gate to the front room which has now been taken over as the dog room. If we remove everything from this room, fill it with hundreds of dog toys, dog treats and dog food. He will still chew the dry wall, crown molding and door frames.  I work from home, and share my office space with the dog. He does not have separation anxiety, and he is very well crate train (he will sleep in his crate with the door open on his own).  I take him for walks, take him to the dog park to run off leash and let him play outside for hours. Nothing is working. As soon as he is back inside he starts scanning for something to eat. He does not just chew it. He completely eats it.  Crayons, pencils, paper, tissue, shoes, hats, gloves, beer cans, soda cans, eye glasses, computer keyboards and mouse, wires, extension cords, TV remote, kids toys, soup cans, markers, play doh, glue bottles, books, etc.. etc..  We can not keep moving things out of reach and still live in the same house.  He is a happy, goofy and playful puppy but his large size (80lbs) and tall height (he can reach anything on a high counter, table or shelve) makes this behavior extra destructive and stressful.  He's been to the vet and everything checks out just fine. We've had blood work done, poop/pee tests and have taken him to training classes for puppies. We've tried positive rewards, negative rewards and even gave a remote buzzer a try.  Is there any hope that this will ever stop? "
398,Guppy and Turtle together?,"Since Turtles eaten all of my Goldfish I stopped putting more fish in the aquarium.   Now problem is today morning I saw too many mosquito larvae on surface of water. Seems turtles don't like them eating, but Guppy does. But I am afraid if I can put them with turtle ?  Is their any solution I can prevent aquarium water from mosquito larvae? "
399,What are common reasons that dogs beg?,"My dog ate an hour ago and is now in sitting front of me, begging. I let him outside and he immediately went to go pee, but when he came back inside he started begging again. What could he be begging for?  Some common reasons are for:   food attention to use the bathroom   What else could he be begging for and would there be a way to differentiate begging for each of these needs? "
400,Why does my tortoise make a peeping or whistling sound while breathing?,"I'm not asking for health-related advice, as I've had the vet following this for many years to make sure it's not respiratory-related, but this is more of a ""does it fit the animal's natural history"" question.  I have a Redfoot tortoise that tends to make a peeping or whistling sound when she's breathing, particularly when she's ""happy"" (I perceive her to enjoy when people are around, as she wants to be fed).  Is this a common behavior for tortoises in general to exhibit?  Is it some sort of call used to signal contentment or even alarm?     "
401,Are there benefits of feeding my cat homemade chicken broth,"I make a homemade soup by bringing to the boil and then simmering a chicken. I can do this without seasoning, when the chicken is thoroughly cooled, I pulls all the flesh from the bones and use this and the water as the base for the soup. I then add vegetables and salt.  If  don't use other seasoning, is it OK for my cat to drink the juice or broth from this mixture?  Should I only give it without salt and would the addition of freshly cooked vegetables affect the juice? What are the benefits or drawbacks? "
402,Does a dog's pink or white skin need special care?,"I have noticed there's a dog with white fur and pink skin on her belly, under her fur and on her nose.  Her skin is paler than most dogs I have noticed with black fur.  Is this pink skin more sensitive? Do she need protection when she's under direct sunlight?  "
403,Possible sign of dog-to-dog aggression in a 3 dog household,"I have a friend who recently adopted a boxer from a rescue (they've had the dog full-time for about a month now on a semi-trial basis).  There is little information on his history as he was just found wandering on the side of the highway without a collar or identification.  They estimate he is about 18-months old (in human years), and other than a few minor scars, he seems to be in fairly good shape so we don't think his situation was very traumatic.  The concern is the existing dogs in the house.  They have 2 others.  There is a 5 year old Chesapeake Bay Retriever (and in my opinion he is slightly crazy) and a 8 year old Pug.  All 3 dogs are males and all 3 are fixed.  The Chessie is a pure-bred bought from a breeder as a puppy and my friends have been his only owner.  The Pug was adopted from a shelter when he was about 6-months old.  Prior to the arrival of the Boxer, the Pug and the Chessie were relatively indifferent to each other.  The Pug let the Chessie have his way and never really bothered him much.  The Chessie also happens to be very possessive of toys (or anything that he has near him) so after getting growled at a few times when they were younger, the Pug seems to have decided that avoidance is the best measure.  When the Boxer arrived, he and the Pug became fast friends to the point that when the wrestle and play, the boxer actually the Pug ""win"".  The interaction between the Chessie and the Boxer is the concern.   When all 3 dogs are together, the Boxer always seems to make a point to keep himself between the Chessie and the Pug, and seems to be watching the Chessie with unusual interest (almost like he is keeping an eye on the Chessie and protecting the Pug). When just the Chessie and the Boxer are together one of 2 things happens  The Boxer mirrors the pugs indifference and just let's the Chessie go The Boxer follows the Chessie around.  This is the one that concerns everyone most.  The posture of the Boxer appears to be somewhat aggressive.  His head is lowered but stating right at the Chessie and he is always 2-3 steps right behind him.  This will go on for several minutes and then the Boxer will go off and do something else    This 2nd situation is what worries myself and my friend, but his wife doesn't seem to think much of it.  It appears to us that the Boxer is stalking the Chessie.  We're just not sure why and how much we should be concerned.  My friend's wife thinks that the Boxer is just following the lead dog around and thinks it is actually cute when it happens.   Is this stalking normal in that the boxer is just trying to test his limits with the biggest dog in the house?  The Chessie outweighs the boxer by about 35lbs (which is about 16kg for my metric friends).  The Chessie is close to 100lb and the boxer is almost 65lb, and the Chessie is almost as lean and muscular as the Boxer. Or is my friend's wife right and there is nothing to be worried about? Or is the Boxer sizing up the Chessie to challenge him?  This is why we are concerned as neither of us wants to try to separate 165lb of dog going at each other.   If it is the latter, is there anything we can do to help keep the piece?  Or is this something that will likely boil over at some point and it is just a matter of when? "
